,track_id,track_name,artist_name,artist_genres,album_name,artist_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,album_img
0,0JJSSAsbkBUB2lj3ENWSvE,Lose Yourself,White Buffalo,"['alternative country', 'alternative roots rock']",Waiting To Go Home,69Wr39LiCYPy5JguLmBH5p,3,243373,False,0.447,0.622,7,-8.032,1,0.0288,0.28,4.1e-06,0.104,0.332,143.863,4,https://i.scdn.co/image/ab67616d00001e02dcd0453c958decaaa6698323
1,0DkMUP8S960lQFcl0WFlNw,Eminem,Various Artists,[],Women Of Istanbul,0LyfQWJT6nXafLPZqxe9Of,0,186533,False,0.464,0.47,6,-13.733,0,0.0377,0.664,0.00244,0.13,0.666,127.168,4,https://i.scdn.co/image/ab67616d00001e02689fd747ee967faf1b78d6bf
2,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",After Hours,1Xyo4u8uXC1ZmMpatF05PJ,93,200040,False,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,https://i.scdn.co/image/ab67616d00001e028863bc11d2aa12b54f5aeb36
3,3pm1X3oQBKQ4vcp3i9PWRg,Things We Lost In The Fire,Bastille,"['metropopolis', 'modern rock', 'pop']",Bad Blood,7EQ0qTo7fWT7DPxmxtSYEc,61,240746,False,0.587,0.918,4,-4.878,0,0.0581,0.0636,0,0.267,0.629,134.055,4,https://i.scdn.co/image/ab67616d00001e02b89cf022db28fa31376e0ed8
4,0fE403AqvC6H93S0J5i6Ow,Bastille,Lost Bayou Ramblers,"['cajun', 'zydeco']",Mammoth Waltz,0zbxehhl5wjxmgJcS4StQh,9,228653,False,0.457,0.997,2,-4.931,1,0.0829,0.0422,0.137,0.303,0.336,188.185,4,https://i.scdn.co/image/ab67616d00001e024e051d1952989b1818034832
5,3eEwBKrJTTLq783ZV6IZpX,Survival,MOEZART 3RDEYE,[],The Rebirth,1DwVhmGs8W2Sk0DSOTToOy,0,243487,True,0.691,0.763,3,-6.633,0,0.356,0.0527,0,0.0999,0.257,87.081,4,https://i.scdn.co/image/ab67616d00001e0297ec30035526bdf6dc4c021a
6,4ybXOi5moeJDixfSRIpJoL,Kill You,Kicking Harold,['grunge revival'],Red Light District,6i82NHFrVm6Ir2wpegqsfv,11,237824,False,0.61,0.863,3,-4.67,1,0.03,3.97e-05,0.0171,0.0936,0.8,103.989,4,https://i.scdn.co/image/ab67616d00001e0229bc24b76873d857d10311bd
7,2X3TAhWaAlTet44mabfdXl,Higher,FIFTY FIFTY,['k-pop girl group'],THE FIFTY,4GJ6xDCF5jaUqD6avOuQT6,71,209333,False,0.642,0.671,0,-5.965,1,0.0428,0.391,0,0.188,0.624,103.036,4,https://i.scdn.co/image/ab67616d00001e0220fb733de63ff1474893aaf3
8,4EchqUKQ3qAQuRNKmeIpnf,The Kids Aren't Alright,The Offspring,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",Americana,5LfGQac0EIXyAN8aUwmNAQ,84,180160,False,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,4,https://i.scdn.co/image/ab67616d00001e02cbd2ee7dff77bfb2b5f0af52
9,1qly7TyVJ8Ndev8R2MW76V,Awaken,Karmacoda,['downtempo fusion'],Evidence,4X45nKUBNLpHB92NUo3TQE,6,251813,False,0.258,0.438,8,-11.094,1,0.0341,0.508,0.429,0.112,0.0385,83.759,4,https://i.scdn.co/image/ab67616d00001e027ba0c31ee355013d8a0d4247
10,5sICkBXVmaCQk5aISGR3x1,Enter Sandman,Metallica,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",Metallica,2ye2Wgw4gimLv2eAKyk1NB,84,331266,False,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,4,https://i.scdn.co/image/ab67616d00001e02cf84c5b276431b473e924802
11,4cqo9iiH4hk9foaeCKbzQ8,Metallica,P.E.E.,[],"Now, More Charm And More Tender",7hHxkvmbtZ6V2GHsJ447Lw,11,64200,False,0.332,0.744,2,-7.927,1,0.034,0.00125,0.186,0.266,0.719,143.956,4,https://i.scdn.co/image/ab67616d00001e025a46f57988b95c4b090c5024
12,3TCauNPqFiniaYHBvEVoHG,Beautiful,Christina Aguilera,"['dance pop', 'pop']",Stripped,1l7ZsJRRS8wlW3WfJfPfNS,72,238560,False,0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,4,https://i.scdn.co/image/ab67616d00001e027cd872c7701c4737b2f81d87
13,789CxjEOtO76BVD1A9yJQH,Stay,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",Unapologetic (Edited Version),5pKCCKE2ajJHZ9KAiaK11H,74,240706,False,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,4,https://i.scdn.co/image/ab67616d00001e02e24cbbd5cef05ca77ec67df6
