,track_id,track_name,artist_name,artist_genres,album_name,artist_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,album_img
0,4qsOrxBv09HhNSpsgMRXdC,Esqueça-Me Se For Capaz,Marília Mendonça,"['arrocha', 'sertanejo', 'sertanejo universitario']",Festa das Patroas 35%,1yR65psqiazQpeM79CcGh8,74,169058,False,0.799,0.685,6,-5.366,0,0.0725,0.276,0,0.13,0.623,122.013,4,https://i.scdn.co/image/ab67616d00001e024ed454af2f9a6719f4155241
1,2fFMUYCKXdw5yq5tkM0mEP,Localiza Aí BB,Vitor e Luan,"['arrocha', 'sertanejo pop']",Localiza Aí,5hDZAExrfOVqKBLS8Ofyac,58,145308,False,0.677,0.908,1,-2.513,1,0.0556,0.379,0,0.451,0.885,161.991,4,https://i.scdn.co/image/ab67616d00001e02195c9ce1ed23a0e66cbb494f
2,3YvE7uo4ffseBoJPh8IhHp,Presepada,Marília Mendonça,"['arrocha', 'sertanejo', 'sertanejo universitario']",Festa das Patroas 35%,1yR65psqiazQpeM79CcGh8,71,196209,False,0.606,0.733,9,-4.46,1,0.175,0.368,0,0.144,0.672,166.199,4,https://i.scdn.co/image/ab67616d00001e024ed454af2f9a6719f4155241
3,5A35xC90Nk6tXmcOAOOavi,ABALO EMOCIONAL - Ao Vivo,Luan Santana,"['arrocha', 'sertanejo', 'sertanejo universitario']",LUAN CITY (Ao Vivo),3qvcCP2J0fWi0m0uQDUf6r,67,153225,False,0.441,0.915,3,-4.096,0,0.112,0.306,0,0.252,0.726,185.936,4,https://i.scdn.co/image/ab67616d00001e025e804b9556311abf0567d269
4,2Xa5Nm420o4TKl3Cqgf7Kb,Clone,Terranova,['trip hop'],B-Sides and Remix Sessions,5ZrGK55yglfGEOvnB2japP,0,239266,False,0.746,0.296,0,-20.311,0,0.0784,0.871,0.94,0.111,0.692,109.968,4,https://i.scdn.co/image/ab67616d00001e0240c13e3ab4977f7c66a16b6b
5,0MKd4uZd8Ag8qyReZBTarP,Pino da Granada (Ao Vivo em Rio Preto),Murilo Huff,"['arrocha', 'sertanejo universitario']",Pino da Granada (Ao Vivo em Rio Preto),3hq7WoPJsrRP0KMSLhUgRz,69,185407,False,0.321,0.751,1,-5.062,1,0.0676,0.408,0,0.967,0.429,77.373,3,https://i.scdn.co/image/ab67616d00001e02bc79d3bd7ea9b06d93250356
6,053zWWZDziDJd3U94x8RuP,Todo Mundo Menos Você,Marília Mendonça,"['arrocha', 'sertanejo', 'sertanejo universitario']",Festa das Patroas 35%,1yR65psqiazQpeM79CcGh8,68,206171,False,0.778,0.641,7,-5.258,1,0.0449,0.753,0,0.104,0.434,131.914,4,https://i.scdn.co/image/ab67616d00001e024ed454af2f9a6719f4155241
7,3tdILSeFJLx3Op5tEjkQtq,Jorge & Mateus,Zé Vaqueiro,"['arrocha', 'forro de favela']",Jorge & Mateus,5K8Rmjmf4RZFffz94EmBRt,71,222089,False,0.701,0.789,0,-4.125,1,0.0297,0.314,1.6e-06,0.419,0.643,134.029,4,https://i.scdn.co/image/ab67616d00001e02e6e53ec4273eca89ea341923
8,6Zw25LRLP0j0MsezDFIUM4,Mal Feito - Ao Vivo,Hugo & Guilherme,"['agronejo', 'arrocha', 'sertanejo universitario']",Próximo Passo (Ao Vivo),1LIuN7ov1IBQDdLsU83ojl,73,177934,False,0.732,0.831,0,-3.791,0,0.0691,0.554,0,0.903,0.684,123.942,4,https://i.scdn.co/image/ab67616d00001e02589da421f5679c437c3f6b63
9,0JIYoXtJfORxI6gRpHv6ZW,Traumatizei - Ao Vivo Em Brasília,Henrique & Juliano,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",To Be (Ao Vivo Em Brasília EP1),3p7PcrEHaaKLJnPUGOtRlT,88,172005,False,0.483,0.91,11,-3.474,1,0.0845,0.13,0,0.395,0.576,166.057,4,https://i.scdn.co/image/ab67616d00001e02bd4069a0dd7e469e87e05a6c
10,4EEnYJLLJniLOLfLL6AcZ5,Sem Sal - Ao Vivo,Cartolas,"['novo rock gaucho', 'rock gaucho']",Cartolas - Ao Vivo,49WCb3GAQEGWPb78bcJgvy,5,322062,False,0.437,0.514,2,-13.686,1,0.054,0.000526,0.000115,0.945,0.376,130.083,4,https://i.scdn.co/image/ab67616d00001e02aae9587c063c83ed4c5b99e7
11,7q3fl9pyPaUOrQ1w6AzveN,Marília Mendonça,BIN,"['rap baixada fluminense', 'trap brasileiro', 'trap carioca']",Para todas as mulheres que já rimei,1WXbiUMl1AT9Inb619xPUg,67,114061,False,0.632,0.63,4,-6.847,0,0.295,0.296,0,0.102,0.516,139.764,4,https://i.scdn.co/image/ab67616d00001e02a1525824d87cb3b047c77cd4
12,11fqunD6qlOCrRd88kMOk6,Evento Cancelado - Ao Vivo,Henrique & Juliano,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",Manifesto Musical (Ao Vivo),3p7PcrEHaaKLJnPUGOtRlT,77,183244,False,0.584,0.592,2,-4.904,0,0.0316,0.505,0,0.515,0.395,92.035,3,https://i.scdn.co/image/ab67616d00001e025bd566fd60f52885310f7fab
13,0BWEkqsmPe3qOzrRVztHU3,Acabei de Terminar - Ao Vivo,Paulo e Nathan,[],Nunca É de Boa (Ao Vivo),3CGLLDfrPjF2FJ8HDCKMMv,65,223489,False,0.66,0.823,1,-4.519,0,0.138,0.336,0,0.687,0.62,142.797,4,https://i.scdn.co/image/ab67616d00001e02f7e8d33cfa366cf9a3900129
14,4tVphly4D1PB8tJC9gHMcJ,10/10,Rex Orange County,"['bedroom pop', 'pov: indie']",Pony,7pbDxGE6nQSZVfiFdq9lOL,60,146093,True,0.487,0.909,10,-4.092,1,0.0993,0.302,3.01e-05,0.0781,0.293,187.826,4,https://i.scdn.co/image/ab67616d00001e02733e6d7818eef87d20df86b5
15,4GOs8fPjp4M9CBHanTMwsQ,Seu Perfil - Ao Vivo,Henrique & Juliano,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",Manifesto Musical (Ao Vivo / Vol. 2),3p7PcrEHaaKLJnPUGOtRlT,71,183568,False,0.648,0.755,7,-3.465,1,0.0707,0.564,0,0.62,0.778,105.658,4,https://i.scdn.co/image/ab67616d00001e025530831994601cb279604e9e
16,0s2t41LEUtbHV0azfuyVZP,Alguém - Ao Vivo,Daniel,"['sertanejo', 'sertanejo universitario']",Daniel 40 Anos: Celebra João Paulo & Daniel (Ao Vivo),2wwWukJBsCikjlj7vlbQkM,59,211400,False,0.384,0.863,4,-4.979,1,0.0691,0.149,0,0.968,0.417,74.566,4,https://i.scdn.co/image/ab67616d00001e02dd42dc013f3f5cf3d32c8cf6
