,artist_name,track_name,track_id,popularity
328,King Princess,1950,0CZ8lquoTX2Dkg7Ak2inwA,72
329,Bishop Briggs,River,3mRLHiSHYtC8Hk7bzZdUs1,75
330,Daniel Caesar,Who Hurt You?,23c9gmiiv7RCu7twft0Mym,70
331,Gregory Alan Isakov,San Luis,7gDNQLV9cr8449LFrQbk5J,71
332,BETWEEN FRIENDS,affection,4LyIHEDbAWDeKV0JbVZae9,70
333,Joji,Will He,7wvwXi9Z66dcH5t202vVkN,72
334,The 1975,Love It If We Made It,6WmIyn2fx1PKQ0XDpYj4VR,73
335,Blackway,What's Up Danger (with Black Caviar),5zsHmE2gO3RefVsPyw2e3T,72
336,Ariana Grande,everytime,0WdR2AyLW1Drd3OUdwezM0,77
337,Marshmello,Spotlight,6VrCmhRBFnuGKmtNfk4jDs,72
338,Russ,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,70
339,Everybody Loves an Outlaw,I See Red,5MAK1nd8R6PWnle1Q1WJvh,77
340,Eminem,Venom - Music From The Motion Picture,2SL6oP2YAEQbqsrkOzRGO4,75
341,YoungBoy Never Broke Again,Through the Storm,7bOlOJHn9IOaXX7IwaK905,67
342,Casting Crowns,Nobody (feat. Matthew West),0W7KIc2GSB9suYQAaMZ9rF,70
343,Still Woozy,Lucy,5RxpYHVbGJPOvSEATQyg9P,69
344,Juice WRLD,End Of The Road,24BNgrtp6Fag4M5BQPEgsV,69
345,girl in red,girls,04OSnqlwlBJMvidYccraVz,73
346,YBN Nahmir,Rubbin off the Paint,6V4KHt9xu4TPEnDFoBeacT,68
347,Panic! At The Disco,"Hey Look Ma, I Made It",22oEJW6r2rMb9z4IntfyEa,69
348,Drake,Can’t Take A Joke,1dUHF4RyMmMTveJ0Rby6Xm,70
349,Mitchell Tenpenny,Drunk Me,1G4cdOtF36ZCs6i2dZoC87,67
350,Jeremy Zucker,all the kids are depressed,75ls0gurX68lUmMjE7QcsE,75
351,T3R Elemento,Aerolínea Carrillo,0xYTyyfV767E2Vn3hz56kL,75
352,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,4hQ6UGyWQIGJmHSo0J88JW,76
353,Caamp,26,1N811YTtLlW8N5ie5cPamm,67
354,Jordy Searcy,Love & War in Your Twenties,3m9al81IVXLFCF4vG8Nqjw,67
355,Travis Scott,COFFEE BEAN,6vnfObZ4Ys70SBAtti1xZ9,71
356,Au/Ra,Panic Room,7uUahoeqGNRMbpdeiLj1rS,72
357,Kacey Musgraves,Rainbow,79qxwHypONUt3AFq0WPpT9,69
358,Jay Rock,Wow Freestyle (feat. Kendrick Lamar),0gV5B7zmJkS1aaH9APokrH,70
359,Troye Sivan,Strawberries & Cigarettes,3afkJSKX0EAMsJXTZnDXXJ,81
360,Earl Sweatshirt,Riot!,6cmt9CRoK0KGcNg9Tpje53,69
361,Adriel Favela,La Escuela No Me Gustó,4qArKIA7dnmdushoBlkV94,74
362,Famous Dex,JAPAN,5PTG6rrL6EPFD9E2QMI2pl,69
363,The Weeknd,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,72
364,KIDS SEE GHOSTS,4th Dimension,6JyEh4kl9DLwmSAoNDRn5b,69
365,Kelsea Ballerini,Miss Me More,5NfJGBAL9mgFPRQxKJmiX2,66
366,Current Joys,Become the Warm Jets,7Ko1ZXgGku1hjFH7LIfD33,69
367,6ix9ine,MALA,4epHhc2lvhFYzMlKA23O3G,79
368,Tyga,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,73
369,BTS,Euphoria,5YMXGBD6vcYP7IolemyLtK,79
370,Teddy Hyde,Sex with a Ghost,1Y2583xYzwiEXDetAB7H1Q,70
371,Molchat Doma,Судно (Борис Рижий),1SHB1hp6267UK9bJQUxYvO,75
372,Mt. Joy,Julia,0LO7f7ZJg871B8hLTRzrfB,67
373,Ski Mask The Slump God,Catch Me Outside,4rgwri7LajWVZvdj2N81SS,68
374,Paulie Leparik,Middy Titty,3QVe9gr87GYcRXAkVpPVYl,70
375,keshi,like i need u,7ivYWXqrPLs66YwakDuSim,75
376,King Von,Crazy Story,4eYrjXGlDycrqg7a0Wgwed,66
377,ilyTOMMY,Princess Bubblegum,2O9KgUsmuon6Gycdmagc6t,69
378,Dan + Shay,All To Myself,08tq1XcHwVt5PHXUo87i0D,67
379,Post Malone,Rich & Sad,2VdT56BGpdqNHUgOe1j5vc,69
380,NAV,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo,71
381,The Internet,Hold On,5tqZJUHEuqdN12RZVq2l9p,68
382,ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,3e7sxremeOE3wTySiOhGiP,80
383,Kevin Gates,Me Too,3yXFcbGxFn2au5q3pShkAe,66
384,Haley Heynderickx,The Bug Collector,5nVE45ithgyVocZp5XLAk6,70
385,J Balvin,Mi Gente,7COfe3P7KgfwDwIRB8LIDw,76
386,Bazzi,Fantasy,1i36kkhmhBxf4lYJscg5zK,74
387,Chris Lane,I Don't Know About You,3yOs8FffuG6hPbzQG9lIqV,66
388,Alessia Cara,Out Of Love,4WzhjxvLP95y7AMDy0Atwb,73
389,Lil Xan,Betrayed,4vaxvNDaLSoD36iZX515ug,70
390,Morat,No Se Va,4khWEpnaijN0G1x019Uzdr,84
391,Vacations,Honey,7IBzp33O4Hjr92wXtH3yQJ,69
392,Bazzi,Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,75
393,Dierks Bentley,Burning Man,4a1oIihVt6xSnDRpgX387M,67
394,RL Grime,UCLA,3OaunNUlXXs5e2PXtNAzzG,67
395,TWICE,What is Love,3zhbXKFjUDw40pTYyCgt1Y,77
396,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),27rdGxbavYJeBphck5MZAF,79
397,YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0ZNrc4kNeQYD9koZ3KvCsy,67
398,Matt Maltese,As the World Caves In,3NM41PVVUr0ceootKAtkAj,71
399,Post Malone,Ball For Me (feat. Nicki Minaj),6IaieqiCVvsNvEt6Y7yOFa,69
400,Key Glock,Since 6ix,0lOKsvuwUhu0a6ZEaviQ46,66
401,Khalid,Saturday Nights,5kfNriitmkNE8mUbZ7gbq8,71
402,Drake,I'm Upset,3qN5qMTKyEEmiTZD38BNTT,69
403,Aldo Trujillo,"Todos Hablan, Nada Saben",0SIooo95Kba3UwPBRUOcmd,72
404,Playboi Carti,R.I.P. Fredo (feat. Young Nudy) - Notice Me,45Ln3F9PRPYTXBcMFkZMzS,68
405,Lil Gnar,Sticky Rice (feat. Germ),2QG6sy6xFILDbmLXYTUJGW,68
406,Lykke Li,sex money feelings die,0g4fzRkbLeCDUCoe5iUOcf,73
407,Clairo,Hello?,7qwt4xUIqQWCu1DJf96g2k,69
408,for KING & COUNTRY,God Only Knows,4ElNxglBjcrASiGn58t9Jm,67
409,JENNIE,SOLO,2wVDWtLKXunswWecARNILj,75
410,Shinedown,DEVIL,2hEYslbdYWFSIA6JboUvnR,68
411,Her's,Harvey,1zFbBrZmJr1Z49HYe84dBg,68
412,Jimin,Promise,2RUcwyW74Sv4VracHFrKdh,78
413,Riley Green,When She Comes Home Tonight,3QE9qyQrIgefznSchAYJPB,65
414,Shawn Mendes,In My Blood,2QZ7WLBE8h2y1Y5Fb8RYbH,75
415,Kodaline,Brother,65gLJGey4u4KFFqoC5fzFJ,76
416,Gunna,Top Off,0HCnj7pfrvshnocOJUFeit,69
417,YBN Nahmir,Bounce Out With That,5gQcxYXqnofyocKgEbGYKt,67
418,Maddie & Tae,Die From A Broken Heart,1kFpL1itkwkdhO6kcmNJra,67
419,keshi,2 soon,5SlU0Yhi51jobhEiGE4xDv,75
420,Bad Bunny,Amorfoda,68QcquxCS39cQGTsRrJWIR,77
421,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,6V1bu6o1Yo5ZXnsCJU8Ovk,67
422,Joji,WANTED U,0Y9D1Bc4fAkeZnVsGKdij6,70
423,Dynoro,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,80
424,Kanye West,I Love It (& Lil Pump),4S8d14HvHb70ImctNgVzQQ,74
425,Cardi B,I Do (feat. SZA),1f5PNhkNgUpvDEeZfcIlO1,68
426,Godsmack,When Legends Rise,1Si7crvw1M6Kgz9XiAtMiJ,65
427,Papithbk,Why Am I Waiting,2po3166NqW72LwAwh8Hbld,71
428,Metro Boomin,No Complaints (feat. Offset & Drake) (Bonus),156LzfvMNKuXuiot4uzhGD,69
429,Joji,CAN'T GET OVER YOU (feat. Clams Casino),39oeKRgsLeynDIbWuXyA47,70
430,BTS,FAKE LOVE,6m1TWFMeon7ai9XLOzdbiR,78
431,Lucy Dacus,Night Shift,1yYlpGuBiRRf33e1gY61bN,68
432,NOTD,So Close,7FjZU7XFs7P9jHI9Z0yRhK,70
433,Lil Peep,16 Lines,6akBF8JWM8lrpqejdwIfYI,70
434,Bebe Rexha,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,74
435,Playboi Carti,Lean 4 Real (feat. Skepta),1JgkiUg9mSXSwcb5Gbi4Ur,69
436,Frank Ocean,Moon River,41cpvQ2GyGb2BRdIRSsTqK,69
437,"Tyler, The Creator",435,5xJeZ6tLPOXNIrrphEIuay,68
438,Morgan Wallen,Not Good At Not,5V4Sx4VKnHwyM6CjZnfce2,65
439,YoungBoy Never Broke Again,Valuable Pain,61Oo3DUJubecZQosjho6Pp,65
440,Morgan Wallen,Little Rain,51T2SPBH4YjbrFJE94NJT6,65
441,Alina Baraz,Floating (feat. Khalid),2vLWF4yFhTHQZVwrPTjH1s,69
442,21 Savage,pad lock,5stbfxsPi8gcOH2LCuA4Le,67
443,Shoreline Mafia,Musty,2bkKnaLTMCghmjlcPBoYWd,66
444,Dybbukk Covers,I'm Only a Fool for You,5yfnAsPrvrjiLOhWFycNP4,76
445,Brett Young,Catch,53cGGBxGPaRjP0HVUESyW5,66
446,Tiësto,Jackie Chan,4kWO6O1BUXcZmaxitpVUwp,73
447,Bad Bunny,NI BIEN NI MAL,278kSqsZIiYp8p3QjYAqa8,73
448,Lil Wayne,Scared of the Dark (feat. XXXTENTACION),3vWzyGTu6Ovo1GdrcJqH6e,70
449,Alina Baraz,Electric (feat. Khalid),2mj7x99sNUsVHPBRK51zlG,68
450,Shordie Shordie,Bitchuary,4dV3okcjbQwTcg4ObIGr4N,65
451,Ariana Grande,breathin,4OafepJy2teCjYJbvFE60J,73
452,Eyedress,Cocaine Sunday,5HzrX4aKVfb1NQCsaqf6R0,68
453,Jimmie Allen,Best Shot,3VamXAvVMczcS2PTYtPfBQ,66
454,Quando Rondo,ABG,1mHLxIGKfmWBdH1bZzO7pW,66
455,Comethazine,Walk,0sVcnEo2jnUnr3p7uVDZ9o,67
456,The Marías,Over the Moon,02wNtFxlr9dLmZXKT5TIF5,68
457,Adam Calhoun,Die Tonight,2WHvIa5dLVt9eqNly6iwU8,65
458,Travis Scott,HOUSTONFORNICATION,58TaFP5j5i9swOf584yon2,71
459,Riley Green,Georgia Time,5XqHOqbjKb7YsQV6f3eGeD,64
460,Diplo,Wish,7lxOjQyVsHQ8toQeT7IgCc,64
461,Piso 21,Te Vi,059bcIhyc2SBwm6sw2AZzd,80
462,Bas,Tribe (with J. Cole),0YAQnYt2oB8OdoaeqnHyTI,68
463,Shiloh Dynasty,Again,5e2l2ZAMwHmrkdM4Z6NhAR,74
464,Vertical Worship,Yes I Will,1sF4VadVaVTvp9WTEy79JT,67
465,Logic,Ballin,17N5FdRwJuv3UXQ7MHnbhF,71
466,flora cash,You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,73
467,Phoebe Bridgers,Scott Street,21uFPefbgeR3QLVJWATlrr,75
468,Lil Dicky,Freaky Friday (feat. Chris Brown),10Igtw8bSDyyFs7KIsKngZ,71
469,Doja Cat,Candy,1VJwtWR6z7SpZRwipI12be,72
470,Logic,44 More,3e7Y6sfFlIdBMJhX7wpqVO,68
471,Justin Timberlake,Say Something (feat. Chris Stapleton),1LhMopPAallLeaeNutqbgS,72
472,Kina,Can We Kiss Forever?,58wyJLv6yH1La9NIZPl3ne,77
473,XXXTENTACION,before I close my eyes,16x9bQHw8TBNaGDyULvwad,69
474,Travis Scott,WAKE UP,20MuVazoNMv6xjKPnRFOxG,70
475,Tate McRae,Teenage Mind,1vdjJ55uw3WOuu7ZSyABFP,71
476,Anson Seabra,Welcome to Wonderland,3JfHYZKy5JmE5Fv4gDTCiz,72
477,Cardi B,Bartier Cardi (feat. 21 Savage),0dIoGTQXDh1wVnhIiSyYEa,67
478,$uicideboy$,122 Days,77o41Py1xkwaxs3200SKhW,66
479,Charlie Puth,How Long,6wmAHw1szh5RCKSRjiXhPe,75
480,Conan Gray,Lookalike,4K3gM7kzX4POAfrs71HomN,71
481,boygenius,Me & My Dog,74uoN2UfgdUAzwVeFaRUE2,67
482,River Whyless,Motel 6,6hUTzxvNiJ1c0lYqgoOTBW,67
483,YoungBoy Never Broke Again,TTG (feat. Kevin Gates),28u9JaFwO7GX2YNARkq37P,64
484,Red Velvet,Bad Boy,5GKwq4sO5ZHKuWaDmdwMQc,74
485,Mac Miller,Wings,16umSNZfofRpDqTvf8DIAo,67
486,Kacey Musgraves,Golden Hour,0pMfPzdRiPAoSM9yWF4OcT,65
487,Playboi Carti,Home (KOD),5wPyd3IQAZft1vmxoIqGrU,66
488,ODIE,North Face,63bAGRSSX2V1hhPSP2NpBC,69
489,benny blanco,Roses (with Juice WRLD feat. Brendon Urie),1KVczjazCcCCgM3gXXUl47,68
490,Mac Miller,Programs,1883mCuSqnfnrWoq8i3myH,67
491,Smino,Z4L (with Bari & Jay2),3X6YJcqTinaNraRvojF62K,66
492,Ellie Goulding,Love Me Like You Do,0Cy7wt6IlRfBPHXXjmZbcP,76
493,Raymix,Oye Mujer,37kCg5izHEMZ66xGdMVG5L,71
494,Roddy Ricch,Die Young,3wLtYwtqvKK2ewelSVPeDK,70
495,Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),7IBSffWIu7P2MC7kMwy2FM,68
496,Current Joys,Fear,4rHfpAN2CK3H6eRWd7j7E0,68
497,Fleet Foxes,Mykonos,2s7pyee9w04uQy3cNKzey9,67
498,MC L da Vinte,Parado no Bailão,3Hb9kUdm4yf839Fle4RIdT,79
499,Morgan Wallen,Had Me By Halftime,3xca35T5BVLg4ePuVzc7wW,64
500,Alan Walker,Faded,698ItKASDavgwZ3WjaWjtz,81
501,Joji,TEST DRIVE,1DMEzmAoQIikcL52psptQL,70
502,Ozuna,Vaina Loca,48zFZh27QU5qsrBjn4C2FA,77
503,Nicki Minaj,Barbie Tingz,2qsQ8eVDPmobZpvDxQCVQu,68
504,Lil Uzi Vert,New Patek,0Fpen1PTuEnCmOJtUU9Iud,66
505,Ella Mai,Naked - Bonus Track,0SbOpoBzBBCqWIcvo94JeD,68
506,YNW Melly,Virtual (Blue Balenciagas),4dqkKnzOJ3fWduqKcHi374,66
507,Camila Cabello,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,74
508,Bad Wolves,Zombie,1vNoA9F5ASnlBISFekDmg3,70
509,Trippie Redd,Love Scars 3,0AcicReEGm1qcENjqzh1Tg,66
510,Pat Barrett,Build My Life,2UeOsbOZ3h1QxUX2Jfw42j,67
511,Ghost,Dance Macabre,1E2WTcYLP1dFe1tiGDwRmT,65
512,A$AP Rocky,Purity (feat. Frank Ocean),2MF4HtZHBoUliOi9nOAbS0,68
513,YoungBoy Never Broke Again,No Love,7bLwNfeIviCy6WANVRB1Kj,64
514,Freddie Dredd,Killin' On Demand,2qOfyyZc41LfQ63U9p3GVV,69
515,Sofia Mills,Coffee Breath,28TkNtKHx6UnOZuoyv3Jzv,69
516,EHAMIC,"Koinu no Carnival -From ""Minute Waltz""-",3OP9la2QTA5artehqjFJCp,70
517,Jason Aldean,Girl Like You,7K0lR5Ngf5jkOWt1g6ut6l,64
518,Aaron May,Ride,4QEks3yeZVdjNV1zTqxp1F,67
519,Playboi Carti,Love Hurts (feat. Travis Scott),3K6U7TamNyVSWcFH8pCQHX,68
520,Clairo,How - demo,2lO8mP1QvI7RizGcBYQ7Mx,68
521,Future,Realer N Realer,4VMiNOpnjRwSCwmHaUfOMM,67
522,YoungBoy Never Broke Again,Genie,7E6knQgEAcU0nIjQJuwrIv,65
523,Anuel AA,Quiere Beber,0FDMH2ahuIVzCybwHJK9zh,76
524,Famous Dex,PICK IT UP (feat. A$AP Rocky),0dSIrRkA4PadGll16TgbnV,67
525,Clean Bandit,Symphony (feat. Zara Larsson),72gv4zhNvRVdQA0eOenCal,78
526,Lil Donald,Do Better,4u81A6n7C0MonCyMx4lmMy,65
527,Maluma,Felices los 4,1RouRzlg8OKFeqc6LvdxmB,75
528,Fatboibari,Moonlight Shawty,7wkgkIBYBH3xV2ob9Zmh87,67
529,Migos,Notice Me,3OnOomd79OjqSYHchCQ6ht,69
530,Doja Cat,Go To Town,6iOvnACn4ChlAw4lWUU4dd,66
531,D. Savage,Opera,3dnNDWgB0FAgjy9K1rSTKn,65
532,Silk City,Electricity (with Dua Lipa),5N4erncE7kuUccm7zEmwzk,73
533,EXO,Love Shot,0yB4jrSwN0bFtFRDR5vyMj,77
534,Brent Faiyaz,Make Luv,2CInzVilMduj9L8dDXwyUA,66
535,Drake,Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0,70
536,SiR,D'Evils,0wY9rA9fJkuESyYm9uzVK5,67
537,SadBoyProlific,Alone,50OPOdJbRx9iCJXGultmUf,67
538,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,1BuZAIO8WZpavWVbbq3Lci,67
539,YNW Melly,Freddy Krueger (feat. Tee Grizzley),0hwkukpHcBJfGcIUxi1tK2,65
540,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),1nueTG77MzNkJTKQ0ZdGzT,64
541,Mike Sherm,Pimp Hoe,5kDYSgjAEPeWwrfJD5zDV6,63
542,Polo G,Gang WithMe,1uMMWkJbsMkecvfx96d2F7,66
543,Teedra Moses,Be Your Girl (Kaytranada Edition),38spM0LahLUfQhOMAqA7AI,69
544,Future,Hard Work Pays Off,6gzIcEUuswJQGfJNPYMjjv,66
545,J. Cole,Motiv8,1AT4xjNarTswd0UZ5FlmKF,66
546,Nipsey Hussle,Hussle & Motivate,2hVtGnJeHOo0EqjzYXNFg5,65
547,Limbo,Airplane Mode,7c0ss9FGSyXGNczL4gV75a,66
548,Shawn Mendes,Lost In Japan,79esEXlqqmq0GPz0xQSZTV,72
549,Curren$y,The Count (feat. Wiz Khalifa),171PWhxgdrIOgcAiBPO3Gr,67
550,Kool & The Gang,Get Down On It - Single Version,2je56j0xuoTi1gYkLLMlJU,71
551,Sabrina Carpenter,Sue Me,3WVhkjB7Y4xFruqoCAajBb,68
552,KYSLINGO,Limbo,5VYWq0GGM1L4OF8jBdEEov,67
553,Mac Miller,Dunno,3YnwIp2b99p3e5dsFTXIIx,67
554,Ed Maverick,Fuentes de Ortiz,0akyEssGRVHstqCSWXusJL,79
555,DJ Luian,La Ocasión,20pJKlNIU3J1CrvhBr1kQ8,76
556,Kiana Ledé,Wicked Games,0TYhf0MgEj4YJaKwo5c4Km,74
557,KYLE,iSpy (feat. Lil Yachty),6xbraxG0bSBOuAr5IUXmtM,66
558,Louis The Child,Better Not (with Wafia),7n1940b6kHcaEewFSZXnXa,65
559,girl in red,4am,75enpZYDT6k0PNKu6SJ4W5,70
560,Darci,On My Own,0F4FejjWi3bf5vGOkuQwPS,77
561,Post Malone,Over Now,09IOPhEh1OMe0HD9b36FJk,69
562,Logic,Everyday,4EAV2cKiqKP5UPZmY6dejk,68
563,Rod Wave,Weight On My Shoulders,5PVHJQ1iuQZ7srMFQYj9ML,63
564,El de La Guitarra,A Lo Lejos Me Veran,3VHtIuKm8MvOTo81Usu2f5,69
565,Jacquees,You,01jIO8SJFnpSiNLH1JaBZ5,68
566,Carin Leon,Te Vi Con Él,3zK8zUmJzPAF4x1AtkxIcR,73
567,Fuerza Regida,Sigo Chambeando,4PR0r2us3a64lTew6TVlF2,68
568,Good Morning,$10,3koAwrM1RO0TGMeQJ3qt9J,67
569,Jason Aldean,You Make It Easy,2ZxTjs4EdJl4Y9YByIiNoo,64
570,Duckwrth,Start a Riot,6V81K1OcvYgHEnCA6A2Qx9,66
571,Juice WRLD,Rich And Blind,6QNFQJKlZUKr0xlGZ74CZJ,67
572,J. Cole,1985 - Intro to “The Fall Off”,7EulRO07ZgchxqKUHb8Pvc,66
573,Dominic Fike,She Wants My Money,0IajnzlicUA89rZSkqfLPS,68
574,Cardi B,Ring (feat. Kehlani),5DfWF0jqMgZDCiu9zJENTA,67
575,Aflacko,Cake,23OCmW1EsawtZSK0J2AUHT,65
576,SadBoyProlific,Walk Away,6mhMFztI38c0CZr8CEnPrD,68
577,SOB X RBE,Paramedic!,2tPcTFiQF9MbVUyjZ3zDhA,65
578,Scotty McCreery,This Is It,74CEfiZthUGX5yUNNUM4bj,64
579,The 1975,Be My Mistake,18UsAG7SfOQ5sxJEdjAMH0,73
580,Imagine Dragons,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",2bzitsPcImYC6DZWvvLCQi,71
581,James Bay,Us,16XiTUC2rQvb5lmtOm3FYY,74
582,Cavetown,Lemon Boy,3Yvk0ZLxMlt6ioasvdN6vB,68
583,Bazzi,3:15,6pmZMP2ET1OJi5rKfLO8jD,66
584,Nipsey Hussle,Last Time That I Checc'd (feat. YG),39xWBHPM4E9MwzEy5gbM7p,66
585,Dierks Bentley,Living,54K7AZoGpQklpygKrxZlKN,64
586,League of Legends,RISE,69Sy7207dnixZ6w7RSV9Kb,73
587,Post Malone,Spoil My Night (feat. Swae Lee),5VuxWXbt7XENQCtE9TzpTv,67
588,Reddy Redd,Hero,07KAR4TO4XNVI9QpOx7aOq,63
589,Post Malone,Paranoid,3fpVWegR6YOS1Yk5HSMYIq,68
590,Nipsey Hussle,Double Up (feat. Belly and Dom Kennedy),4iVD0fTHGxV9JWloujsL3s,65
591,Vance Joy,I'm with You,6Qwuw0eOeszVlewLpu24gR,67
592,Maroon 5,Girls Like You,6OEHjJJvdkk1Ln0p0AZdyz,64
593,Calvin Harris,Promises (with Sam Smith),5N5k9nd479b1xpDZ4usjrg,77
594,SIX,Don't Lose Ur Head,6sUQqRmOcRyAG5M3EWXzr3,68
595,Lauren Daigle,Look Up Child,3UUPQ4sAtAVnkcaSr06NBi,65
596,Bad Bunny,Estamos Bien,2OWVCFTolecLiGZPquvWvT,73
597,Morgan Evans,Kiss Somebody,4f3fb3alVLFc8Ga4ncpg7x,65
598,Juice WRLD,Long Gone,17Cs25j5Ui6X6W4Hk1kAyC,66
599,Hillsong Worship,Who You Say I Am - Studio Version,2KngtvMAc2wmPipizcEnce,63
600,Travis Scott,R.I.P. SCREW,4SZepBIPDRwPaHIjAKwRDb,69
601,Papithbk,Love Is a Drug,0Q06s7TNQH8irO2sfvuFnn,68
602,JID,Off Deez (with J. Cole),3JAeYOjyJodI4PRs44lx2l,65
603,Lil Wayne,Let It All Work Out,3BUWNzPWz2mDbptZmGEXpB,64
604,Lil Baby,Never Needed No Help,7cEZShpmZ7dencnV8ibyUS,65
605,Alec Benjamin,Outrunning Karma,2W0AJEbIC2vdZTV2nVSAsg,68
606,Jason Aldean,Drowns The Whiskey (feat. Miranda Lambert),2dwoqUYTy6SOy1dFqcTndC,63
607,K/DA,POP/STARS,5sbooPcNgIE22DwO0VNGUJ,72
608,Wallows,These Days,4gZDCOFuLCxCRWNhSEcOtJ,67
609,Travis Scott,STOP TRYING TO BE GOD,1xYpVRspgaLxdJLOTQkTjg,69
610,J. Cole,ATM,2UciqgwVDwro0fev3MFbxJ,65
611,flipturn,August,0elCmyfISzkP5tAYTVuYjS,64
612,Arizona Zervas,FML,6lruHh1jF7ezgbLv72xYmf,68
613,TV Girl,Pretty Boy,2vVXZKnEIU5j0yVDGQX46l,67
614,Bad Wolves,Zombie,1eadPrzB2P0ikQcqhKSAtv,67
615,6ix9ine,BILLY,5KhFaq45chTw8RGfWo8T8J,70
616,FISHER,Losing It,6ho0GyrWZN3mhi9zVRW7xi,75
617,Sia,Snowman,7uoFMmxln0GPXQ0AcCBXRq,77
618,Gunna,Oh Okay (feat. Young Thug & Lil Baby),38844QuZDlnt44uHPrSA3S,66
619,Drake,That’s How You Feel,41a7dZcq30Ss5kPMayWRV0,66
620,Pedro Capó,Calma - Remix,5iwz1NiezX7WWjnCgY5TH4,75
621,Ashes To Amber,IRIS,61jCFoNIuzQnc9UovuzNVW,65
622,Molina,Hey Kids,5poS8LyxohSACjuIZ61EyS,68
623,Blood Orange,Charcoal Baby,3bBmpVl9rQKJsFFGLFilIS,66
624,Dominic Fike,Westcoast Collective,7rNun2AyLu4u4rQpRt0iS9,65
625,Teyana Taylor,Issues/Hold On,0bxmVPKnEopTyuMMkaTvUb,66
626,Bea Miller,S.L.U.T.,6h3lMAmmpQDFqoHk9F99IR,67
627,Lil Peep,Sex with My Ex,0H1Had94fszD13qsFsP1U5,67
628,Mitski,Why Didn't You Stop Me?,2nifujUVU1XyhTSHI2kQ8g,68
629,$uicideboy$,I'm Done,1rH7UXSGDTZBYPiRW3bNI6,65
630,Claude Debussy,"Suite bergamasque, L. 75: III. Clair de lune",1cmigB9I6IRpFqjIbzvSQB,69
631,Herencia de Patrones,Ladeando (feat. Fuerza Regida),0vgqt0mRZmbb3b57i9p8wV,70
632,High Altitude Samples,Soft Brown Noise,129ldjjvnFfA7Ygc8ktYnh,69
633,XXXTENTACION,I don't let go,4axYWgXASdsCBHuwInAubT,67
634,Why Don't We,8 Letters,4zRZAmBQP8vhNPf9i9opXt,78
635,Travis Scott,WHO? WHAT!,4KYS9GK68yeuUJ8vJfPxrq,69
636,Joyner Lucas,I Love,30z4LVkScpeNhwHFIB8Ewa,66
637,Sure Sure,This Must Be The Place,6PuoZT4kgw5DrUEdnQ6e01,64
638,NEFFEX,Fight Back,6KigD0mlF4VGDYiSEzAyYw,75
639,Cigarettes After Sex,Crush,2y7JqO7Jc7ErdOmxpvifRF,65
640,Ghostemane,Flesh,1Ae2QJGUPtnCzdA4XYn1NF,68
641,Mac Miller,Buttons,0ZBchpb4CLk5Qqu3895Etp,65
642,Devin Dawson,All On Me,2mfahQ0EaaZWq4cFNg6A1o,63
643,Kevin Kaarl,Amor Viejo,3W5h65cRwTaZ1FCvEw6Ltx,74
644,Rich The Kid,New Freezer (feat. Kendrick Lamar),2EgB4n6XyBsuNUbuarr4eG,66
645,CORBAL,Dance with Me,55rn9bs7vZBsEK4Y4URraH,70
646,City Girls,Twerk (feat. Cardi B),0RRm4OS5ymfZryXBuj0G2m,65
647,Gregory Alan Isakov,"Dark, Dark, Dark",17Tsr2TVbU8qqfZdz68LVO,64
648,Sasha Alex Sloan,Older,3kywzyEr7V106Un5cDyh12,63
649,Jordan Davis,Selfish,0eTCwA8AO9RhTaDz9A9cMW,63
650,YoungBoy Never Broke Again,Cross Me (feat. Lil Baby and Plies),3V3JxDpiUg0RAt1Mfbn6Ht,63
651,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),6mQLN3zRtAp6ovjusyYKrV,77
652,21 Savage,asmr,2QgfDF0fQ4sskDthP8MG5w,65
653,Lil Baby,Crush A Lot,39RWYLt6hgk9BbhkDgaHW9,65
654,Kygo,Born To Be Yours,0WVAQaxrT0wsGEG4BCVSn2,61
655,Greta Van Fleet,You're The One,0iYBNrznkCwhN3xCmNVJpo,66
656,Maroon 5,Cold (feat. Future),7gwLQ4tZ5UdZ7qNcDyJ8wr,64
657,Bad Bunny,Solo de Mi,4uP3pUP18ennmz0tb3GphR,72
