,track_id,track_name,artist_name,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
561,5Ldhogrc9RWAjXUQ3tXuUD,Fantasy (with GAYLE & Em Beihold),Lauren Spencer Smith,Fantasy (with GAYLE & Em Beihold),74,175090,True,0.631,0.653,10,-5.322,1,0.0449,0.336,0.0,0.0845,0.299,139.991,4
562,40vzZFWG1h60TdZPuxuX3Y,Por el Resto de Tu Vida,Christian Nodal,Por el Resto de Tu Vida,81,197476,False,0.781,0.662,0,-3.825,1,0.0336,0.355,0.0,0.161,0.686,91.999,4
563,3mFNc5EQn30irR983Wg9OD,KÁRMIKA,KAROL G,MAÑANA SERÁ BONITO,80,236586,False,0.876,0.64,6,-5.264,1,0.392,0.468,0.0,0.143,0.729,97.169,4
564,7LFeZYHcY5yEjsd8ExRyZf,LIGHT SHOWER,Melanie Martinez,PORTALS,72,267441,False,0.616,0.198,9,-12.619,0,0.0293,0.742,0.0,0.117,0.212,78.917,4
565,0C1dOJr5ae2tJSUGxMXTcC,Toughest - Bonus Track,Ed Sheeran,- (Deluxe),71,213768,False,0.623,0.547,3,-7.077,1,0.0342,0.562,0.0,0.129,0.484,133.297,4
566,6IdcyYfBz9LG3SWIKVyNgh,Arranca (feat. Omega),Becky G,Arranca (feat. Omega),82,166529,False,0.931,0.793,0,-4.666,0,0.133,0.0378,4.63e-06,0.0748,0.856,117.999,4
567,3tgWMPOY4stCdKYj5NjrAe,F*ck My Life,SEVENTEEN,SEVENTEEN 10th Mini Album 'FML',80,202280,False,0.736,0.685,5,-4.762,1,0.0604,0.0849,0.0,0.0955,0.857,80.022,4
568,5lrG8pjDvOJA8MdZB4YcfY,Moral Conscience,Kali Uchis,Red Moon In Venus,71,212967,False,0.397,0.537,6,-6.107,0,0.0327,0.027,9.51e-06,0.276,0.132,141.502,4
569,6gnjE8oBkosBIEZroEjq4I,american jesus,Nessa Barrett,american jesus,74,168899,False,0.653,0.431,9,-7.375,0,0.0363,0.317,0.0,0.234,0.429,94.898,4
570,2Y67qsABsPKMrvCxPCzL6r,We Go Down Together (with Khalid),Dove Cameron,We Go Down Together (with Khalid),75,184963,False,0.494,0.348,9,-9.791,0,0.03,0.652,1.07e-05,0.0859,0.134,104.923,3
571,04XJLGc053jRJOLjJbQ3px,I Like You (A Happier Song),Post Malone,Summer Vibes 2023,0,192840,True,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,4
572,1s2UdcdMOruiCtqgOpLv78,Chemical,Post Malone,Summer Vibes 2023,0,184013,True,0.502,0.881,2,-4.854,1,0.0435,0.00151,0.0,0.103,0.383,169.964,4
573,2ehLKvUsJq3EUAPpvT5GOM,Kant Nobody (feat. DMX),Lil Wayne,Kant Nobody,70,180359,True,0.509,0.78,1,-4.793,1,0.347,0.282,0.0,0.111,0.555,175.276,4
574,0HEzuLLojblUOaUSdmJ9gl,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,77,285050,True,0.457,0.343,0,-9.387,1,0.0305,0.805,0.0182,0.12,0.0562,119.94,4
575,1KUZ33cOqk3X4Ezk0aZnVp,Peaches & Eggplants (feat. 21 Savage),Young Nudy,Peaches & Eggplants (feat. 21 Savage),70,203813,True,0.911,0.536,4,-7.884,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,4
576,128I36bDgYHU9l2QcgEGcd,Love Between...,Kali Uchis,Red Moon In Venus,71,155083,False,0.56,0.395,2,-11.236,0,0.0542,0.805,0.00264,0.102,0.414,130.782,4
577,0QLfcOXTT1yftkeA6woxFi,Chemical,Post Malone,Morning Vibes 2023,0,183410,True,0.502,0.881,2,-4.854,1,0.0435,0.00151,0.0,0.103,0.383,169.964,4
578,64IcRXZ9TzOOqyse3EPA3Y,All Things End,Hozier,Eat Your Young,69,213773,False,0.492,0.513,9,-8.614,0,0.0449,0.378,0.0,0.0777,0.236,74.883,4
579,0Himk13I9FPFVwSyPhU3WD,Moving - Bonus Track,Ed Sheeran,- (Deluxe),71,215247,False,0.611,0.394,7,-6.786,1,0.0306,0.763,0.0,0.153,0.728,74.998,4
580,0wiASeIHCyIwLVadSKkwew,Crazy What Love Can Do,David Guetta,Get Your Daily Lift,2,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4
581,1WIZa7mYWzqiD7yHMqycAZ,I’m Good (Blue),David Guetta,Charts Mai 2023,2,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
582,2q3NplZThAabaoGwIcPzaM,I’m Good (Blue),David Guetta,Spit in My Face - Hits,3,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
583,6GF5m0yulMdB8wm5xztQiX,I’m Good (Blue),David Guetta,Floorfillers 2023,4,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
584,6QDAMmTL0IYqcYt3T1kGbd,Flames - Acoustic,David Guetta,Love is Love,5,232978,False,0.573,0.279,8,-12.301,1,0.0335,0.841,3.22e-06,0.179,0.391,93.638,4
585,1aYzI0fIHxfTVD8y8fxpao,I’m Good (Blue),David Guetta,Summer Music,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
586,07HPtmVrYDG2B43rx4iQ4w,Crazy What Love Can Do,David Guetta,Ritmo Estivo,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4
587,7rUiD2FlLiiU822Q2kgb9h,I’m Good (Blue),David Guetta,Pop Power,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
588,0QPGl3P0Ahcr4gscBzlE3B,I’m Good (Blue),David Guetta,Summer Nights,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
589,3IZ80qRIi1aZoqP03tT9KT,I’m Good (Blue),David Guetta,Popalicious,1,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
590,15wmdH2N6N1AomDwuVJ4Xa,Crazy What Love Can Do,David Guetta,Pride Parade 2023: LGBTQ Dance Anthems,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4
591,6HTJIiYJVkRlpJ9bNbsH9M,I’m Good (Blue),David Guetta,SEX,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
592,2C9Mndgo0exvzmsVcZF0kT,I’m Good (Blue),David Guetta,champ: pop rising,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
593,0JnS5NeOelf0mYFKObfjrT,I’m Good (Blue),David Guetta,Dance & Electronic,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
594,1kTAb5tOizDNQSJYZeRlT0,Crazy What Love Can Do,David Guetta,satellite pop universe,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4
595,0EM47EV0Je2Rwhntnu8ka0,I’m Good (Blue),David Guetta,I Know This Is Hits,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
596,5NAE3P7HT7G6pBP57xvrQX,I’m Good (Blue),David Guetta,Summer Hits,2,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
597,6y01A7ATdzkREtOpuhpHwj,I’m Good (Blue),David Guetta,Pop Party,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
598,6v4l0EEe8c3KnbRWXbwlab,I’m Good (Blue),David Guetta,What's Hot,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
599,1lTVIkRig5Q6NmcyUyksMi,I’m Good (Blue),David Guetta,Vibrazioni POP,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
600,3BDnUcoDmyTRnWpKnnH76A,I’m Good (Blue),David Guetta,Summer Anthems 2023,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
601,4MjdNxwzobuAQLVYrCHrSp,I’m Good (Blue),David Guetta,Majówka,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
602,2fOzMlByH9dcrqlOZ8R3Hq,I’m Good (Blue),David Guetta,Ultime Uscite 2023,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
603,2pgH4khKa47sNXcH4OxjZA,I’m Good (Blue),David Guetta,CARDIO POP,1,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
604,0SU6FM9l1ovCG7o3julNFB,I’m Good (Blue),David Guetta,Pride Parade 2023: LGBTQ Dance Anthems,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
605,5HJ3nbKWARzmwWj4IkWwBl,Crazy What Love Can Do,David Guetta,Pop Power,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4
606,74uydEoeS1TaBhDIHfomcI,I’m Good (Blue),David Guetta,Hitzone,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
607,2HhjF1uknmLmYdi9iaxYFp,I’ll Keep Loving You,David Guetta,Pop & Chill,0,188906,False,0.645,0.573,11,-6.249,0,0.0281,0.143,0.000161,0.0852,0.271,127.978,3
608,38nZWAlXai0d305KaPtge0,Crazy What Love Can Do,David Guetta,UK Top 40: May 2023,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4
609,481NxsL53RGihfAxdNRpLB,I’m Good (Blue),David Guetta,satellite pop universe,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
610,2hPahvFW7bpSCGecgKnhOc,I’m Good (Blue),David Guetta,Lo Mejor Del Pop,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
611,1AUacwE4gXFeYLkPcKRCOq,Sexy Bitch,David Guetta,Noughties 100,1,195853,True,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,4
612,5SidkBLBIFW6ZprVVPMbSp,Memories,David Guetta,99 From the Noughties,0,210093,False,0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98,4
613,2G7PfIB9jE50MLXYys71Uo,I’m Good (Blue),David Guetta,US Summer Party,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
614,3dQEcmaPFRCGRspvAJlmRX,I’m Good (Blue),David Guetta,House Party,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
615,1IEHmVwdIAAYEaufVUu7gP,I’m Good (Blue),David Guetta,All Summer Long,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
616,7JJwrGT2qVe93PhVAS7x7N,Flames,David Guetta,Europop,2,195000,False,0.61,0.728,5,-4.347,0,0.0414,0.0722,8.17e-06,0.0895,0.364,93.959,4
617,63otkHW2H6LZnj18JmvlB4,I’m Good (Blue),David Guetta,Summer Lovin',0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
618,3oAZNtZpJjVzlvOScZJ1gW,I’m Good (Blue),David Guetta,Ritmo Estivo,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
619,3WiNIbIymmtvCKXHo0rGY2,Para que te quedes,David Guetta,Fiesta Fever,0,178080,False,0.863,0.584,11,-4.785,0,0.279,0.122,0.0,0.0707,0.698,94.0,4
620,6RRy9lwJNMocS9GPTXUNzD,Crazy What Love Can Do,David Guetta,Canzoni del Buongiorno,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4
621,6W0NOUCpYnPjfsDPIP46BR,Crazy What Love Can Do,David Guetta,US Summer Party,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4
622,59nw9cheGZxjmyjPVixpqT,Memories,David Guetta,Muzyka na grilla,0,210093,False,0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98,4
623,0jZyu7DQegivfXrn5plKZP,I’m Good (Blue),David Guetta,void - hot new pop,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
624,0dK4xqdZJ6kH2Tuli7CvHA,I’m Good (Blue),David Guetta,Festa in Piscina,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
625,3RgRMuEsH41lTN6qU2XC8q,If You Really Love Me (How Will I Know),David Guetta,Raise the Roof,1,184390,False,0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984,4
626,1wvZvZ74vj5cSGmk4i2yuW,I’m Good (Blue),David Guetta,Get Your Daily Lift,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
627,78KtzFNoalJLPwQLTLbj4a,Crazy What Love Can Do,David Guetta,Top Hits di oggi,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4
628,50NA96F8Tp6idKDWCeto6m,I’m Good (Blue),David Guetta,Summer Pop 100,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
629,23OCMNpNw4pWoUYxbkZUcQ,I’m Good (Blue),David Guetta,Summer Feeling,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
630,1qxG0LS9Cly3HNwJdhzOI3,I’m Good (Blue),David Guetta,poolside 2023,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
631,2fDRRXw32L9AHKSmhTyf0z,I’m Good (Blue),David Guetta,Dancefloor Dynamite,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
632,6FfEkKZApzEGqfKBfu1rsk,I’m Good (Blue),David Guetta,Viral Pop Hits,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
633,314mD7WLajkhhp6lOe9rve,I’m Good (Blue),David Guetta,Boost Yourself,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
634,7zwOmbwzh7VKhfSiZRoJAb,I’m Good (Blue),David Guetta,Summer Party Hits,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
635,6OD3HZYH8y5yKNyV0oPt5h,Crazy What Love Can Do,David Guetta,Summer Bangers,1,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4
636,6J8Kqv6wJFVN5vW7MgMJmB,I’m Good (Blue),David Guetta,tunnel vision only hits,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
637,6SB5rx4acucKWFXzADKXMT,I’m Good (Blue),David Guetta,Summer Vibes,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
638,0CXt6Bh8kHZAojY2wXFJ4w,I’m Good (Blue),David Guetta,Summer Days,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
639,6qpgoQWVbRWJHQ6CQqxuHb,I’m Good (Blue),David Guetta,Beach Vibes,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
640,3gXnWlcvviWa173BCrkUAN,I’m Good (Blue),David Guetta,Drop Stop Roll Hits Right Now,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
641,75RZ8RoWD5HZAaXdELlgd3,I’m Good (Blue),David Guetta,Top Hits di oggi,0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
642,4xVadFWaJBTagCDBMGOlPv,which one,Destroy Lonely,If Looks Could Kill,69,208446,True,0.819,0.515,8,-6.21,1,0.158,0.0784,0.0,0.12,0.457,129.018,4
643,3qXZqXGniqNt3PK2CBSZgM,Si La Calle Llama - Remix,Eladio Carrion,3MEN2 KBRN,86,240000,True,0.469,0.639,10,-5.381,0,0.32,0.564,0.0,0.11,0.534,172.37,3
644,39uEuUEWsAZtozSQRPlf62,I'M THAT BITCH,BIA,I'M THAT BITCH,71,152043,True,0.813,0.636,7,-6.173,0,0.21,0.328,0.0,0.129,0.723,140.948,4
645,1Ukxccao1BlWrPhYkcXbwZ,From The Start,Laufey,From The Start,74,169573,False,0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,3
646,7wB9sL81rFRGhRt6msZ9CV,How Could You,Jessie Murph,drowning,74,187813,True,0.573,0.17,11,-10.576,1,0.0555,0.834,3.08e-06,0.108,0.28,146.749,3
647,5WxQEQJtrOYzobMBTsdPBb,See Me Now,Luke Combs,Gettin' Old,71,245706,False,0.625,0.835,6,-4.964,1,0.0295,0.00982,2.86e-05,0.173,0.594,141.972,4
648,5yetwZ4BDlgCzd5typypWU,TURN MY BACK,NF,HOPE,72,216097,False,0.549,0.72,8,-3.993,1,0.27,0.223,0.0,0.11,0.355,95.962,3
649,25Kyv5SeEenT0EETpP2hYn,"Soweto (with Don Toliver, Rema and Tempoe)",Victony,"Soweto (with Don Toliver, Rema, and Tempoe)",80,219500,True,0.719,0.756,5,-5.392,0,0.0761,0.0541,0.0,0.109,0.647,105.024,4
650,5FGDtm3MXJe8LikBkOJnOQ,I know it won't work,Gracie Abrams,Good Riddance,73,245629,False,0.653,0.575,5,-8.95,0,0.0594,0.537,7.9e-05,0.121,0.409,119.888,4
651,2sITbbWIOeg2Lwp4WN2jqr,Fly Girl (feat. Missy Elliott),FLO,Fly Girl (feat. Missy Elliott),76,205384,False,0.698,0.846,8,-3.735,0,0.0981,0.406,0.0,0.204,0.726,103.968,4
652,38tKvVe3iURKRFm5X50zLZ,this is what losing someone feels like,JVKE,this is what losing someone feels like,74,172325,False,0.602,0.493,5,-5.695,1,0.0443,0.825,0.0,0.364,0.281,128.577,4
653,7s7faEFvkv1To4QO2groLs,raver,Destroy Lonely,If Looks Could Kill,68,131936,True,0.746,0.519,1,-8.098,1,0.105,0.00639,0.0,0.141,0.126,130.993,4
654,4EgZqNfwsDJ1HvvSMEXypp,Andale,DJ Drama,I'M REALLY LIKE THAT,70,168856,True,0.821,0.639,10,-4.926,0,0.161,0.0843,0.0,0.202,0.175,138.08,4
655,556awMv4WQP0h1VXMU8rSU,Eyes Wide Shut,ILLENIUM,ILLENIUM,73,152331,False,0.573,0.848,4,-3.413,1,0.0474,0.0122,2.29e-05,0.4,0.418,89.978,4
656,61AZsmFB3VoJdmraMk5ZSn,VIBE (feat. Jimin of BTS),TAEYANG,VIBE (feat. Jimin of BTS),77,175775,False,0.78,0.683,0,-5.319,1,0.0575,0.0801,0.0,0.22,0.608,100.049,4
657,3jBJbxZSaVkaHRrUqEZ1eb,BATTLE OF THE LARYNX,Melanie Martinez,PORTALS,72,328942,False,0.587,0.753,11,-8.874,0,0.0527,0.142,2.38e-06,0.331,0.322,93.983,4
658,74nEGIzIefJhJ5qX7NeIAz,Beggin',Chris Lake,Beggin',73,183397,False,0.817,0.67,8,-6.315,0,0.0545,0.156,0.168,0.111,0.712,125.972,4
659,0vQffWKfl0JyRqtdoZINEM,Deserve Me (with Summer Walker),Kali Uchis,Red Moon In Venus,71,265888,True,0.639,0.641,8,-6.798,0,0.0344,0.0649,1.58e-05,0.137,0.419,111.017,4
660,1O8zCu3dLLPxkbGfIsbRgE,What It Is (Block Boy) (with Kodak Black),Doechii,What It Is (Block Boy) (with Kodak Black),74,223343,True,0.731,0.744,1,-5.77,0,0.174,0.109,0.0,0.123,0.727,171.859,4
661,0d4iAf4eY0921N8Pu5vaCt,A Sky Full of Stars,Coldplay,Pop Power,1,267866,False,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4
662,0pkpO5t0dfO9Y3VS8mKEFW,Higher Power,Coldplay,All Summer Long,3,211294,False,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,4
663,0s32ZH8eueJ7OeA5vpla9Z,Viva La Vida,Coldplay,Summer Pop 100,2,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
664,0DJmx0Vq8VWv3xHS60Uwgh,Up&Up,Coldplay,Canzoni della Buona Notte,3,405320,False,0.479,0.717,7,-5.459,1,0.0605,0.0488,0.000333,0.102,0.253,163.989,4
665,3ZpEGQWKh5C4SLLeW739VW,Yellow,Coldplay,Coffee and TV Lazy Mode,2,266773,False,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
666,7y6Miu4yjGTwYmkqS5BSix,One I Love,Coldplay,Rock..¡Por La Cara!,1,275266,False,0.44,0.776,2,-6.661,1,0.0356,0.109,0.507,0.365,0.367,134.009,4
667,1Le21XrMJPObUsnk92VTNx,Paradise,Coldplay,Safe Zone,2,278719,False,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,4
668,3yQUotGxGh2ROY8czvEB41,The Scientist,Coldplay,Canzoni della Buona Notte,2,309600,False,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4
669,1PFjajg7bT9zFioAHOFR2X,Paradise,Coldplay,Muzyka na grilla,3,278719,False,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,4
670,6PdXxHiwmPk0SlCKkBLw4D,Yellow,Coldplay,Britpop,5,266773,False,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
671,3CnWDYGUZlxB8vHG6atcGh,Yellow,Coldplay,Canzoni della Buona Notte,0,266773,False,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
672,2zReC3paNt3MDqK8AlsD2k,Viva La Vida,Coldplay,Summer Feeling,0,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
673,6DpAgZGUvT1jmqFrQrUG9k,Viva La Vida,Coldplay,99 From the Noughties,0,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
674,4GzZmS9SdccUv7a6ZpXngG,Viva La Vida,Coldplay,Summer Hits,0,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
675,5lnr7PcRYbG8SXjYHhSNdB,Viva La Vida,Coldplay,Summer Music,0,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
676,4g2bIa9C7r2qbh1GZXL1Om,Higher Power,Coldplay,Pop Power,0,211294,False,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,4
677,3JxcmtAfEFvRnyvESfwGYG,When I Need a Friend,Coldplay,Hits to Chill,0,155000,False,0.141,0.28,1,-18.225,1,0.0618,0.921,0.368,0.135,0.434,64.501,4
678,1qlWJhV218RJK4A9wOoe7p,Fix You,Coldplay,Caffè del mattino,1,295533,False,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4
679,1W63w3sdxlGcc5YoIJpxKW,Viva La Vida,Coldplay,Top Hits di oggi,0,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
680,5iPyk7SBqAYX7yWma8Y6oY,Fix You,Coldplay,Safe Zone,0,295533,False,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4
681,2adGE8PX5n3fFta31rbjmJ,Higher Power,Coldplay,Summer Hits,0,211294,False,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,4
682,1VDtQ4KH6XEYXy3XMFNBNa,Viva La Vida,Coldplay,Beach Vibes,0,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
683,2djRCkEcAYSO4lsyJWdTMa,Yellow,Coldplay,Safe Zone,0,266773,False,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
684,0v6m7SQ08INWMscHbpNUMq,Viva La Vida,Coldplay,Frauen Fussball WM Hits,0,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
685,5OA7ZlElUDoiLUb3gVTAgb,Viva La Vida,Coldplay,Summer,1,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
686,6K5HF9OLI5AXGnKw3o4vS4,Higher Power,Coldplay,Non-Stop 20's Pop,0,211294,False,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,4
687,4mIrSV6HGIpK67ChLYHuaL,Viva La Vida,Coldplay,Summer Hits of the 00s,1,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
688,4EQLAeQrKqPMyjpLnip2Sv,Viva La Vida,Coldplay,Summer Vacation,0,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
689,462qj79pLyjGWoX2HL4M4o,Viva La Vida,Coldplay,Safe Zone,0,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
690,3xDNoVDY8Zc8PwvrDOHHDg,Viva La Vida,Coldplay,Muzyka na grilla,1,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
691,40uAnF1jPd4Y6dk8WeqvX1,Viva La Vida,Coldplay,Good Morning Have a Nice Day,0,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
692,3Uqlzyi0IXunUwlFRjbqW9,Viva La Vida,Coldplay,Caffè del mattino,0,242373,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
693,7cgbqzQuZAeZB8zxXQ0gkd,Speed of Sound,Coldplay,Noughties 100,1,287906,False,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,4
694,5Ex5aIXLQimPjhiRUZjtre,Mazel Tron,BLP KOSHER,Mazel Tron,69,208000,True,0.636,0.525,11,-11.047,0,0.343,0.194,1.43e-06,0.125,0.396,180.114,4
