,track_id,track_name,artist_name,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
695,5udNN5hwk870U9dk7a0nHe,Blicky,Fresh X Reckless,Blicky,72,131625,True,0.606,0.805,9,-5.952,1,0.0505,0.000342,0.0,0.143,0.563,155.065,4
696,53UMRr4KOgZP5Ins0aGlhs,Always Been You,Jessie Murph,drowning,73,131824,False,0.655,0.572,3,-7.666,0,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,4
697,3acGHJqr9xU1cnCEfLX1Lx,I Don't Understand But I Luv U,SEVENTEEN,SEVENTEEN 10th Mini Album 'FML',78,209800,False,0.651,0.786,5,-3.438,0,0.0381,0.296,0.0,0.296,0.576,114.04,4
698,1zgXLmPaBkcxB8LcAjskjM,biggest problem,Destroy Lonely,If Looks Could Kill,68,164595,True,0.799,0.448,2,-6.539,1,0.313,0.00661,0.0,0.584,0.154,140.009,4
699,60StAgy8EkIsaGEGebKcBB,Thank God I Do,Lauren Daigle,Thank God I Do,70,258812,False,0.471,0.222,7,-9.537,1,0.0274,0.761,8.1e-06,0.116,0.0799,93.803,4
700,5bYFgV2KMMC6IVQ2gUyMGg,CRYSTALS,PR1SVX,CRYSTALS,74,68250,False,0.477,0.666,6,-12.92,0,0.0366,0.0178,0.825,0.197,0.58,157.032,4
701,5PicHJBt0o49l4o8mrZ7n6,Lucid Dreams,Juice WRLD,Summer Festival Vibes,0,239835,True,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,4
702,5WVwFPBm6bI9KPRV2AUR2T,mine,Kelly Clarkson,mine / me,72,191007,False,0.56,0.446,11,-7.128,1,0.0432,0.0115,0.0,0.12,0.149,120.019,3
703,1w813WyEB6ngCbOIi8xf49,chris paul,Destroy Lonely,If Looks Could Kill,68,186407,True,0.801,0.311,0,-8.065,1,0.144,0.00184,0.0,0.11,0.0556,142.898,4
704,2dWRDq2oH7HIZ3j8cxoK82,by the pound,Destroy Lonely,If Looks Could Kill,68,198297,True,0.854,0.445,5,-7.13,0,0.409,0.00683,0.0,0.243,0.3,155.084,4
705,35NkPKSmtu6lCht95nukpr,WTF (feat. Nicki Minaj),YoungBoy Never Broke Again,WTF (feat. Nicki Minaj),71,160500,True,0.723,0.631,8,-7.302,0,0.49,0.1,0.0,0.289,0.486,159.913,4
706,6Mhgvrv4zd82FrCeuASW44,Let Me Down Easy,Daisy Jones & The Six,AURORA,74,204215,False,0.62,0.904,9,-4.221,0,0.208,0.00257,5.77e-06,0.184,0.732,136.936,4
707,4j3M8NrbGSXdMPwEVsnfHE,"Snooze (feat. Ryuichi Sakamoto, WOOSUNG of The Rose)",Agust D,D-DAY,80,264760,True,0.761,0.777,5,-4.68,0,0.0941,0.21,0.0,0.0771,0.377,89.959,4
708,5YSkDxmHvzSDWTu4MaEtfa,Smoke Sprite (feat. RM of BTS),So!YoON!,Episode1 : Love,81,242200,False,0.608,0.692,9,-3.182,0,0.0441,0.151,0.0,0.173,0.569,131.972,4
709,6RKeESxpM58GCfR5eRdfzY,i dont wna cry (haste),kurffew,i dont wna cry,72,121296,False,0.372,0.865,2,-6.054,0,0.108,0.000163,0.922,0.141,0.576,194.417,4
710,2mtVpCvgZ7h9GRtBg5c9oa,new new,Destroy Lonely,If Looks Could Kill,68,203860,True,0.777,0.415,1,-9.528,0,0.309,0.00999,0.000612,0.201,0.257,131.972,4
711,5EDVYNMS0hqGSkeUakcLv3,TV,Billie Eilish,Morning Vibes 2023,0,281380,False,0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,4
712,25ASWmpSgvXuEy9jekp1Wt,bellyache,Billie Eilish,Florals for Spring,5,179172,False,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,4
713,3vuQej9zL6VhnVGDHifxeo,lovely,Billie Eilish,Summer Festival Vibes,0,200185,False,0.292,0.296,4,-10.109,0,0.0359,0.934,0.0,0.095,0.112,115.046,4
714,5pRrUp0eSJO4O66tqnOM9S,bad guy,Billie Eilish,Summer Festival Vibes,0,194087,False,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
715,2VaHYCxdN3xpNAQdPzIqkG,¿Qué Se Te Quitó?,Fuerza Regida,¿Qué Se Te Quitó?,72,87142,True,0.694,0.529,4,-5.591,1,0.0478,0.391,0.0,0.658,0.928,110.207,4
716,3oUn55qKRZ1JFzfQNbJjS1,20191009 I Like Her,Mac DeMarco,One Wayne G,72,136888,False,0.873,0.252,2,-13.884,1,0.0425,0.766,0.00661,0.0978,0.599,133.983,4
717,2vRoAkwc3UBEPW2udvN0u9,SDL,Agust D,D-DAY,79,171442,False,0.575,0.854,9,-2.62,1,0.214,0.2,0.0,0.226,0.609,164.029,4
718,62L9AbfPmUm8gV578rxC51,Everything I Love,Morgan Wallen,3 Songs At A Time Sampler,69,187047,False,0.563,0.851,8,-3.798,1,0.026,0.00417,0.00113,0.147,0.72,103.996,4
719,3SeNIwGVirXfaTWAOXcU2k,FAERIE SOIRÉE,Melanie Martinez,PORTALS,72,163277,False,0.679,0.458,2,-12.03,1,0.0612,0.434,0.00386,0.0663,0.101,107.935,4
720,78CE12m0ygkEbWpTSNqLOM,Por Clave Caiman,LEGADO 7,Por Clave El Caiman,76,158626,True,0.643,0.871,10,-5.017,0,0.108,0.147,0.0,0.076,0.895,157.148,3
721,1QxTmNDHFmgaxgAolqqgAD,22,JayO,22,78,142120,True,0.534,0.821,5,-7.463,1,0.107,0.693,1.02e-05,0.078,0.509,111.032,5
722,3iRCr53b2ZOvoKMTNvBn5d,MVP (feat. G-Eazy),A Boogie Wit da Hoodie,MVP (feat. G-Eazy),66,173948,False,0.801,0.706,1,-6.079,1,0.255,0.000212,0.0,0.15,0.331,138.008,4
723,676xTEyKfYBOGYD0EuVrTq,Give It To Me,Miguel,Give It To Me,71,243539,False,0.607,0.702,11,-5.363,0,0.0939,0.383,3.52e-06,0.11,0.583,151.996,4
724,4tgKstWpyU8mtWVQp7ojbM,Take You With Me,Luke Combs,Gettin' Old,70,207080,False,0.568,0.732,8,-6.062,1,0.0309,0.137,0.0,0.0894,0.52,168.072,4
725,6KxgptZSrQC4Vv21ZBOG7S,golden hour - Fujii Kaze Remix,JVKE,golden hour (Fujii Kaze Remix),77,159000,False,0.333,0.582,4,-5.499,1,0.0383,0.612,0.000765,0.152,0.311,93.777,3
726,43SBf6EWx63LKYe6pGuPyP,came in wit,Destroy Lonely,If Looks Could Kill,67,117260,True,0.645,0.663,5,-7.646,1,0.0658,0.019,0.0,0.16,0.0908,130.932,4
727,4tiKQGqkoVmvshWNFDvFxG,Mississippi Slide,Rae Sremmurd,Sremm 4 Life,70,180000,True,0.845,0.729,1,-6.076,0,0.134,0.0956,0.0,0.116,0.299,159.958,4
728,1zShh2S3moxyqU6u6fJZVQ,Letter To An Old Poet,boygenius,the record,71,187653,False,0.346,0.147,0,-13.987,1,0.033,0.928,0.0,0.124,0.322,85.312,1
729,0zKbDrEXKpnExhGQRe9dxt,Lay Low,Tiësto,Lay Low,86,153442,False,0.534,0.855,1,-4.923,0,0.183,0.0607,0.000263,0.346,0.42,122.06,4
730,5Fh9fyHRnSwKLo4asG6fEX,La Fórmula,Maluma,La Fórmula,79,267016,False,0.574,0.925,8,-3.729,0,0.0648,0.407,0.0,0.259,0.905,95.738,4
731,79wgotDiVZml9PiTtNtYBA,Taco Truck x VB,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,75,353277,True,0.382,0.366,9,-12.146,0,0.0591,0.625,0.107,0.112,0.0395,157.862,4
732,55tN1esXmaKoCnAyBTXast,Boat,Ed Sheeran,Boat,78,185675,False,0.715,0.194,4,-8.615,1,0.0329,0.726,1.14e-06,0.36,0.367,102.855,4
733,2GAqIzPU7v3kfvY4hZQ9jm,Light On In The Kitchen,Ashley McBryde,Light On In The Kitchen,68,212120,False,0.629,0.548,5,-7.694,1,0.0334,0.471,2.21e-05,0.104,0.582,165.931,4
734,4r0kug4vaNx3d8qyDLhQes,Spinnin,Connor Price,Spin The Globe,75,110938,False,0.765,0.572,11,-6.153,0,0.128,0.226,0.0,0.192,0.475,140.013,4
735,5SIb4S2seQAeCHPXxiNHBL,Dance With You,Brett Young,Dance With You,69,183542,False,0.546,0.509,7,-6.683,1,0.0297,0.222,8.02e-06,0.104,0.525,169.875,4
736,6unndO70DvZfnXYcYQMyQJ,Never Felt So Alone,Labrinth,Ends & Begins,74,160166,False,0.436,0.409,5,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,3
737,4TPot2zdZDMXE8J8nkmvW3,A2Z,BabyTron,Out On Bond,67,160600,True,0.649,0.664,1,-4.495,0,0.265,0.0179,0.0299,0.102,0.11,98.478,4
738,31Wlc9ZnraX3JxrvMg9e8H,3 Boys,Omar Apollo,3 Boys,71,209188,False,0.548,0.456,9,-5.979,1,0.0703,0.813,0.00464,0.122,0.53,173.839,3
739,0zotwiNo16aaUg76C4Fgl5,I GUESS IT'S LOVE?,The Kid LAROI,I GUESS IT'S LOVE?,72,137725,True,0.595,0.823,7,-6.448,1,0.0566,0.0662,0.0,0.569,0.435,155.005,4
740,5BsdVsuzFtyD44mEZOE5SA,superstar,Destroy Lonely,If Looks Could Kill,67,191392,True,0.734,0.465,1,-8.151,1,0.223,0.0092,0.661,0.125,0.3,131.095,3
741,4l61TlfmTwxt7PdzEe28rz,Wings,Jonas Brothers,Wings,74,118993,False,0.371,0.714,5,-5.455,0,0.145,0.127,0.0,0.12,0.325,181.367,3
742,05q0DP6uYMKbrdPpIGp9BE,After Last Night,Bruno Mars,Viral R&B Hits,0,249444,False,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,4
743,5siJRRyMJy2Bpz1yD4NWnv,The Lazy Song,Bruno Mars,Good Morning Have a Nice Day,3,190213,False,0.738,0.804,11,-3.851,1,0.0621,0.332,0.0,0.279,0.948,174.943,4
744,21ZGKnZ6I8HYJUlbeG2Yq9,Leave the Door Open,Bruno Mars,Summer Hits,1,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4
745,0wIAdJqDkIwduEt1XBqXd0,After Last Night,Bruno Mars,Summer Vibes,0,249444,False,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,4
746,3X7iNOfpncv8aVgP8ZmBfu,24K Magic,Bruno Mars,Summer Party Hits,1,225983,False,0.818,0.804,1,-4.282,1,0.0798,0.034,0.0,0.154,0.634,106.969,4
747,4s5soJ3DWOBagK7Z03JStm,Leave the Door Open,Bruno Mars,What's Hot,0,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4
748,7bAdcmsLsNhIfpCNt6w3f4,Smokin Out the Window,Bruno Mars,Mainstream,0,197442,False,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,4
749,11MvtwIjtH1H6qaYi6Pxio,Blast Off,Bruno Mars,Hits to Chill,0,284870,False,0.482,0.548,11,-9.946,1,0.0373,0.0363,2.28e-06,0.3,0.346,76.017,4
750,42jYv3E8eoNZWfwWjrHxXN,Just the Way You Are,Bruno Mars,Frühlingsgefühle,0,220733,False,0.635,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.014,4
751,0QcHUGhHS49UbYEJHUKfNJ,After Last Night,Bruno Mars,Summer Days,0,249444,False,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,4
752,3iYJksTgkpip5iVwjEaWMa,Skate,Bruno Mars,Non-Stop 20's Pop,0,203122,False,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,4
753,6rf5B9mBEmH3boYR5uMFvh,After Last Night,Bruno Mars,Summer Waves,0,249444,False,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,4
754,6vWncozvZvvgUzPU77uoQd,After Last Night,Bruno Mars,Summer Unwind,0,249444,False,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,4
755,3IggOWWI5UvwGEBCv2qDA5,Treasure,Bruno Mars,House Party,0,178560,True,0.874,0.692,5,-5.28,0,0.043,0.0412,7.4e-05,0.324,0.938,116.02,4
756,4pVxpOQChlkZAgbNSJpWub,Smokin Out the Window,Bruno Mars,SEX,0,197442,False,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,4
757,7hii1rnD8BBBSPnsGBw7j3,After Last Night,Bruno Mars,Lo Mejor Del Pop,0,249444,False,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,4
758,07oc94SX0lhVbBmCQGonCS,After Last Night,Bruno Mars,Smooth Summer,0,249444,False,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,4
759,6zhWqE8ryTftkBTQw5Rz0W,Treasure,Bruno Mars,Beach Vibes,0,178560,True,0.874,0.692,5,-5.28,0,0.043,0.0412,7.4e-05,0.324,0.938,116.02,4
760,6CjTy0K8HOlV2Z2CbEYXLJ,Leave the Door Open,Bruno Mars,Au Calme,1,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4
761,0TnPqoXZBbApEpKgVzuFqp,After Last Night,Bruno Mars,Summer Lovin',0,249444,False,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,4
762,7yGyk8vYMtOwWoxQyguaTf,After Last Night,Bruno Mars,Summer Hits,0,249444,False,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,4
763,4hyrdtdfYslQ0ozyqkHOCk,Leave the Door Open,Bruno Mars,20s Hits,0,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4
764,4z1NNkDE1X0iHuGylRmHsz,When I Was Your Man,Bruno Mars,Pop for Crying,1,213826,False,0.615,0.28,0,-8.648,1,0.0433,0.932,0.0,0.0877,0.387,72.797,4
765,1urrihMEvL2llvqdHCb0SX,Fly as Me,Bruno Mars,Boost Yourself,0,219389,False,0.783,0.627,2,-8.521,1,0.102,0.00756,0.0,0.0606,0.48,100.025,4
766,1JcTyLXPJxv5SPsHDKcFSW,Skate,Bruno Mars,Summer Anthems 2023,0,203122,False,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,4
767,4hrOsT8lMf3wptgtCox4fT,Smokin Out the Window,Bruno Mars,Viral R&B Hits,0,197442,False,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,4
768,5LeS7GyERoxuvvLlYNr3U9,Leave the Door Open,Bruno Mars,Chill Vibes,1,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4
769,5B2gkYfWZ4MVo3xfXzIu2S,Put On a Smile,Bruno Mars,Pop & Chill,0,255455,False,0.548,0.627,9,-8.949,1,0.0409,0.0471,0.0,0.285,0.493,143.994,4
770,4wemALXIZJIfVY6cWu0MzO,Leave the Door Open,Bruno Mars,SEX,0,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4
771,4ZYdgqtFqWLaQA2fb2sQ4F,Locked Out of Heaven - Radio Edit,Bruno Mars,Summer Hits,0,410911,False,0.585,0.845,2,-5.241,0,0.0481,0.00468,0.0435,0.526,0.207,128.025,4
772,4yvdRjuwEOl4jYCrpkNFu2,Skate,Bruno Mars,Summer Vacation,0,203122,False,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,4
773,2kNTzKmFgLjBK8UuXBVVX5,Treasure,Bruno Mars,Summer Feeling,0,178560,True,0.874,0.692,5,-5.28,0,0.043,0.0412,7.4e-05,0.324,0.938,116.02,4
774,0TfQwufTxOuEO7qFBapEqa,After Last Night,Bruno Mars,Chill Vibes,1,249444,False,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,4
775,6kXD2WmFdarJCamO8IW6CR,After Last Night,Bruno Mars,Distance: Summer Chillin',0,249444,False,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,4
776,0rGdd6e96RS6iPSDCms1Jf,Just the Way You Are,Bruno Mars,Summer Pop Vibe,0,220733,False,0.635,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.014,4
777,3hfvzrj13TtfKq8P3WG2Q1,CRYSTALS (Slowed),PR1SVX,CRYSTALS (Remixes),75,75833,False,0.521,0.605,7,-13.64,1,0.0467,0.0374,0.785,0.31,0.409,141.298,4
778,451acSEXA7pfbMKXoC6vJX,FreakyT (feat. Latto) - Remix,TiaCorine,FreakyT (feat. Latto) [Remix],69,149384,True,0.799,0.459,10,-8.715,0,0.202,0.269,4.46e-06,0.113,0.349,142.962,4
779,7r6uppLBApzJPMpDmdFoi4,"Hey, Mickey!",Baby Tate,"Hey, Mickey!",69,173532,True,0.943,0.625,9,-7.85,1,0.0699,0.25,0.0,0.0981,0.725,134.965,4
780,5tj8fe4XqICDPrzKPG3Sdr,Believer,Imagine Dragons,Rutina Pop,2,204346,False,0.766,0.775,10,-4.267,0,0.141,0.0504,0.0,0.128,0.695,124.751,4
781,52kx5CW2poMznm1RHhuBmY,Demons,Imagine Dragons,Noche de Estudio,1,177506,False,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,4
782,3ngy15T66QU78iGdWLwODa,Sharks,Imagine Dragons,Summer Vibes 2023,0,190883,False,0.927,0.642,10,-4.466,0,0.0657,0.00791,3.62e-05,0.279,0.901,123.969,4
783,0TIK9letmuigZ1frstvtNh,Bones,Imagine Dragons,Summer Vibes 2023,0,165264,False,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,4
784,1EY0gXZkEjkYkQYbIkx8Al,Believer,Imagine Dragons,Summer Festival Vibes,0,204346,False,0.766,0.775,10,-4.267,0,0.141,0.0504,0.0,0.128,0.695,124.751,4
785,2tZyoZ6atAVpeZLkF5qCtZ,On Top Of The World,Imagine Dragons,Rutina Pop,0,192800,False,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83,4
786,4AwJSk491AvHk2AAJReGzZ,Let Me Go,Daniel Caesar,Let Me Go,71,216524,False,0.601,0.481,7,-8.366,0,0.0634,0.689,0.0033,0.109,0.484,152.994,4
787,5inIeRExNFzOuqaYU7tpT9,Back 40 Back,Luke Combs,Gettin' Old,70,185466,False,0.56,0.589,11,-6.849,1,0.0308,0.566,0.0,0.124,0.394,82.026,4
788,65aOWxHKAxBovHwPH9z60h,all the time,Destroy Lonely,If Looks Could Kill,67,139174,True,0.811,0.471,9,-8.084,1,0.115,0.00523,0.000315,0.106,0.118,137.928,4
789,7txjUEY6McJDJKqIo1Rxjp,Acróstico,Shakira,Acróstico,77,170785,False,0.748,0.478,11,-8.886,1,0.121,0.837,0.0,0.099,0.353,143.866,4
790,0V75hy6x3cToema5BdJaj9,Tattoo on a Sunburn,Luke Combs,Gettin' Old,70,225693,False,0.601,0.673,7,-5.418,1,0.027,0.0754,0.0,0.248,0.411,143.958,4
791,3jhV8I9sIPXsjPs2ZOnSaf,But I Got A Beer In My Hand,Luke Bryan,But I Got A Beer In My Hand,67,176426,False,0.404,0.788,2,-4.355,1,0.0535,0.00518,1.71e-06,0.17,0.608,208.138,4
792,6KCvMsAiL6WseKEFsWoPgc,MERCURIO,KAROL G,MAÑANA SERÁ BONITO,75,160426,True,0.879,0.67,11,-4.55,0,0.0975,0.526,0.0,0.123,0.62,139.996,4
793,6mgzUNNr3NY6NbTzNzwYq9,Rescued,Foo Fighters,Rescued,75,258648,False,0.274,0.956,4,-4.978,1,0.0814,1.37e-05,1.33e-06,0.117,0.339,150.207,4
794,0T0vseuNB4KC8opkrCLNbc,23,NLE Choppa,23,70,260530,True,0.852,0.487,2,-7.991,1,0.204,0.00424,2.18e-06,0.201,0.256,120.013,4
795,3PFFRVXPGSt7w1pQvI5JxB,safety - interlude,Destroy Lonely,If Looks Could Kill,67,338040,True,0.668,0.433,2,-9.401,1,0.178,0.201,0.00277,0.155,0.121,142.248,4
796,4m73pw2oGfhOfBsO5Vbf7f,POWDER,Melanie Martinez,PORTALS (Deluxe),71,238011,False,0.602,0.479,7,-10.297,1,0.0332,0.369,4.81e-05,0.148,0.198,94.995,4
797,2PWVxWymGDZKj5BZJB7dAR,GOATED. (feat. Denzel Curry),Armani White,GOATED.,73,197380,True,0.946,0.483,0,-8.24,1,0.148,0.0117,3.49e-06,0.328,0.429,123.041,4
798,2oMjKuKUEJFuLiVmTq7Vjx,TQG,KAROL G,TQG,84,198360,True,0.839,0.65,4,-3.38,0,0.212,0.666,0.0,0.126,0.7,90.015,4
799,6m3T4RHAMaSIKUDsxko43y,Placebo Effect,d4vd,Placebo Effect,72,191493,False,0.475,0.243,4,-11.209,1,0.0262,0.823,0.0,0.115,0.108,61.317,4
800,7HdXRMw14roDx2a0COWk3M,This Is Why,Paramore,This Is Why,73,206700,False,0.728,0.76,11,-6.884,0,0.0396,0.00433,0.00585,0.13,0.674,123.045,4
801,1vjon7jtpF5usLV2CVxtsw,SHAMELESS $UICIDE,$uicideboy$,SHAMELESS $UICIDE,69,243200,True,0.871,0.66,9,-5.631,0,0.198,0.0412,3.08e-06,0.116,0.578,150.017,4
802,0lJrPatloYarTbsKciShJu,Island,Miley Cyrus,Endless Summer Vacation,75,239573,False,0.657,0.784,8,-6.374,1,0.0422,0.336,0.000671,0.673,0.772,81.975,4
803,7gv3UYPh05ZDP7Io5BIsn7,Life Goes On,Agust D,D-DAY,79,197638,False,0.439,0.733,4,-6.471,1,0.0773,0.0345,0.0,0.292,0.615,162.125,4
804,58BWnoFDNaeM0vwA0K3fqb,Like Crazy,Jimin,Like Crazy (Remixes),85,212241,False,0.629,0.733,7,-5.445,1,0.0419,0.0025,0.0,0.357,0.362,120.001,4
805,5kY2DRIom6dcVZbQb1SAX8,Collide (feat. Tyga),Justine Skye,Dark Side,77,260169,True,0.418,0.31,11,-9.869,0,0.0625,0.095,0.0,0.216,0.131,139.614,4
806,1iQxvF3AQ7Bs3RTBuXqZOA,Dirt,Key Glock,Dirt,69,199293,True,0.977,0.379,1,-15.617,1,0.255,0.019,0.0,0.09,0.506,126.961,4
807,5YgVfM7ScWReWeX8l0OU7i,Went to Rehab and All I Got Was This Lousy T-Shirt,$uicideboy$,SHAMELESS $UICIDE,69,123000,True,0.451,0.741,0,-5.865,1,0.402,0.125,3.93e-05,0.186,0.131,205.432,3
808,0OVLwmkhKi970zNb8xff4W,brazy girls,Destroy Lonely,If Looks Could Kill,67,168644,True,0.734,0.452,0,-7.498,0,0.058,0.0112,0.00024,0.204,0.392,131.178,4
809,40TZnaw4eDPChJNHw2Swf3,Let U Go,lucidbeatz,Let U Go,73,128004,False,0.764,0.264,9,-18.716,0,0.12,0.139,0.0109,0.104,0.0385,135.016,5
810,5G2lzixjOkTGD9Cc3kelXQ,MOON CYCLE,Melanie Martinez,PORTALS,71,152057,True,0.666,0.351,2,-9.386,1,0.0633,0.867,1.39e-06,0.133,0.227,154.968,4
811,2aCbaVxzJctzRCde49qLGC,DEJAU',Rauw Alejandro,SATURNO,74,182836,True,0.807,0.812,5,-2.115,0,0.0507,0.0782,0.0101,0.433,0.567,107.022,4
812,73ABUTIRGYBQ76FzV2w57Y,right now,Destroy Lonely,If Looks Could Kill,67,156555,True,0.718,0.354,0,-8.451,1,0.158,0.0458,1.92e-05,0.154,0.251,135.117,4
813,41JPN7pZMTp1sumBOHOzHd,People Pt.2 (feat. IU),Agust D,D-DAY,82,213995,False,0.729,0.574,7,-4.779,0,0.0589,0.391,0.0,0.319,0.438,88.94,4
814,4XKyYy9SDsvWmEXf24aPiu,EVIL,Melanie Martinez,PORTALS (Deluxe),71,246294,True,0.712,0.734,8,-4.91,1,0.0238,0.382,0.000173,0.0932,0.745,95.996,4
815,0rcJX1gJdAAm7vnqY1H7O2,Granite,Sleep Token,Granite,70,225426,False,0.635,0.624,2,-7.104,1,0.0304,0.0022,0.0455,0.188,0.336,119.97,4
816,12EkF8uGofptstVIX7Oc0C,Without You Without Them,boygenius,the record,70,81733,False,0.354,0.0574,4,-13.982,1,0.0477,0.993,0.0,0.163,0.379,164.547,3
817,1S1WWTuydW6zljNeHOpZXe,Muddy Feet (feat. Sia),Miley Cyrus,Endless Summer Vacation,75,136946,True,0.548,0.779,7,-4.737,1,0.109,0.076,0.000494,0.19,0.524,172.083,4
818,13HLGO55acoMVwYslytUfT,moment of silence,Destroy Lonely,If Looks Could Kill,66,268473,True,0.679,0.576,7,-9.19,0,0.124,0.0137,0.000429,0.124,0.199,144.024,4
819,0hSE8bQYBYieW1p9jSK6gm,NYMPHOLOGY,Melanie Martinez,PORTALS (Deluxe),71,306931,True,0.63,0.606,2,-7.157,1,0.0526,0.166,4.91e-05,0.328,0.34,120.186,4
820,3unpulZnIiKRZ4MCymHfXx,Smoke (feat. Lucky Daye),Victoria Monét,Smoke (feat. Lucky Daye),70,186157,True,0.803,0.387,2,-5.839,0,0.0723,0.207,1.98e-06,0.217,0.5,136.038,4
821,6TRjT37UyRUVrGg3gTlIqb,All Mine,Kali Uchis,Red Moon In Venus,70,209063,False,0.632,0.469,10,-8.683,0,0.0313,0.442,0.000132,0.124,0.541,94.347,4
822,5Mkbqot9JUaN5XhRgqITME,Adonis Interlude (The Montage) (with J. Cole),Dreamville,Creed III: The Soundtrack,72,95902,True,0.474,0.833,1,-5.315,1,0.439,0.145,0.0,0.0949,0.414,195.733,4
823,2UsQPVCNmSrbt9MY0vtTsb,Don Ismael,Hans el Oso,Don Ismael,78,158938,False,0.619,0.754,2,-5.013,1,0.152,0.696,0.0,0.12,0.824,180.062,3
824,5dT8SEE6yaZMGn16u6FI9R,Big Truck,YoungBoy Never Broke Again,Don't Try This At Home,68,164907,True,0.759,0.672,1,-6.057,1,0.379,0.00325,0.0,0.158,0.536,163.106,4
825,2gSPHSdf0vrk2Psxmn8sUn,i need u,Ken Carson,i need u,70,148760,True,0.593,0.688,2,-6.529,1,0.0444,0.000169,0.0,0.138,0.145,78.023,4
826,6k5wiT5l9DK8iZmhvEvoqo,Corazón Roto - Remix,Brray,Corazón Roto (Remix),79,275040,True,0.843,0.794,1,-4.686,0,0.0426,0.226,1.22e-06,0.25,0.796,92.998,4
827,7u2nN6yhi4SfFyMHLE032Q,Hold Me Like a Grudge,Fall Out Boy,So Much (For) Stardust,71,215601,False,0.646,0.798,4,-5.283,0,0.0767,0.000305,9.84e-05,0.0922,0.821,113.959,4
828,2g9dhCaJiK7D0FOgZ9vJlR,Pretty Girls Walk (with Coi Leray) - Remix,Big Boss Vette,Pretty Girls Walk (Remix),68,140053,True,0.922,0.675,9,-7.15,1,0.0932,0.0272,0.000881,0.0637,0.79,90.006,4
829,417D6zSWTWj7qGPTtvQJu8,This Christmas,Chris Brown,All I Want for Christmas Is You: Holiday Songs,0,197207,False,0.397,0.514,7,-10.952,0,0.0825,0.261,0.0,0.0877,0.273,87.963,1
830,3XrFaXGGrAmGWlVMwkn12J,This Christmas,Chris Brown,Top Christmas Songs,0,197207,False,0.397,0.514,7,-10.952,0,0.0825,0.261,0.0,0.0877,0.273,87.963,1
831,7czixI5uhYDd9dTlBOhsFd,This Christmas,Chris Brown,Holiday Hits 2023,0,197207,False,0.397,0.514,7,-10.952,0,0.0825,0.261,0.0,0.0877,0.273,87.963,1
