,track_id,track_name,artist_name,album_name,artist_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,6RgXU5moRK2kNovhLQV0Yq,Músicas de amor nunca mais,BK,ICARUS,1YOVBTvznjiDvtAj4ExHeo,71,202899,False,0.725,0.585,5,-5.675,0,0.109,0.244,0,0.11,0.409,113.151,5
1,6HaTYIUKd8SzdvGOfutBRD,Poesia Acústica #2: Sobre Nós,BK,Poesia Acústica #2: Sobre Nós,1YOVBTvznjiDvtAj4ExHeo,71,471767,False,0.613,0.641,8,-9.841,1,0.188,0.703,0,0.183,0.803,93.805,4
2,7eYEQnY6Lzh3Y8jSOt3xEF,Planos,BK,Gigantes,1YOVBTvznjiDvtAj4ExHeo,69,219334,False,0.457,0.763,5,-6.985,0,0.0832,0.116,0,0.188,0.119,90.259,4
3,31ySVMbs7U8LOuy7w4McR9,Só me ligar,BK,ICARUS,1YOVBTvznjiDvtAj4ExHeo,68,193697,False,0.809,0.483,4,-5.972,0,0.0945,0.62,3.34e-05,0.107,0.561,140.008,4
4,4pwFy4YPNGMxK2P2FfQfvt,Poesia Acústica 10: Recomeçar,BK,Poesia Acústica 10: Recomeçar,1YOVBTvznjiDvtAj4ExHeo,68,682816,True,0.739,0.636,8,-5.975,1,0.0737,0.257,0,0.175,0.442,142.055,4
5,7qE3yPi9s1SdhSVEuOfFw4,X6,BK,Vida Cara,1YOVBTvznjiDvtAj4ExHeo,65,293009,True,0.47,0.739,8,-6.343,1,0.175,0.323,0,0.111,0.425,103.004,4
6,3nobSbq9rggHUEbRBoZaDg,.38,BK,.38,1YOVBTvznjiDvtAj4ExHeo,63,126678,True,0.779,0.779,4,-3.715,0,0.116,0.396,0,0.35,0.513,125.942,4
7,7jVexMvXRY7rWIHTOqKs7G,PUT@RIA!,BK,"AS PALAVRAS, VOL. 1 & 2",1YOVBTvznjiDvtAj4ExHeo,59,192721,True,0.73,0.618,9,-6.634,1,0.209,0.359,5.67e-06,0.0957,0.613,149.991,4
8,374FHMaD2W0k7gsxaHa1Hi,Dispiei,BK,Pirâmide Perdida (Vol. 7),1YOVBTvznjiDvtAj4ExHeo,59,201190,False,0.617,0.666,10,-2.351,0,0.151,0.816,0.00164,0.176,0.66,88.145,4
9,2Pwb1vbghtrkNBNVzlNf7N,Se eu não lembrar,BK,ICARUS,1YOVBTvznjiDvtAj4ExHeo,58,237941,False,0.586,0.754,1,-3.949,0,0.293,0.393,3.25e-05,0.104,0.676,74.638,4
10,5geU4byUA1hnQofQPOsPDS,Sereia,Neo Beats,Vida Cara,6PERJZF7wohA034PAxDK0b,73,294418,True,0.651,0.661,9,-5.08,1,0.147,0.276,0,0.105,0.505,114.528,5
11,1iaPDgTbsKrlznVu13EWIf,ESSÊNCIA DE CRIA,Neo Beats,LITTLE HAIR,6PERJZF7wohA034PAxDK0b,73,192194,True,0.631,0.743,3,-5.317,0,0.299,0.386,0,0.0862,0.766,102.894,3
12,0NBgyml7T0IvUNbXIkcSpH,Malvadão 3,Neo Beats,Malvadão 3,6PERJZF7wohA034PAxDK0b,70,141769,False,0.821,0.609,6,-6.541,0,0.268,0.378,0,0.136,0.516,133.133,4
