,track_id,track_name,artist_name,album_name,artist_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],4tZwfgrHOc3mvqYlEYSvVi,83,248413,False,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4
1,0DiWol3AO6WpXZgp0goxAV,One More Time,Daft Punk,Discovery,4tZwfgrHOc3mvqYlEYSvVi,79,320357,False,0.613,0.697,2,-8.618,1,0.133,0.0194,0,0.332,0.476,122.746,4
2,2cGxRwrMyEAp8dEbuZaVv6,Instant Crush (feat. Julian Casablancas),Daft Punk,Random Access Memories,4tZwfgrHOc3mvqYlEYSvVi,78,337560,False,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,4
3,69kOkLUCkxIZYexIgSG8rq,Get Lucky (feat. Pharrell Williams and Nile Rodgers),Daft Punk,Random Access Memories,4tZwfgrHOc3mvqYlEYSvVi,77,369626,False,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,4
4,4r4fX4NZIqVIhGyDvERp0l,Infinity Repeating (2013 Demo) [feat. Julian Casablancas+The Voidz],Daft Punk,Random Access Memories (10th Anniversary Edition),4tZwfgrHOc3mvqYlEYSvVi,75,239213,False,0.636,0.635,1,-10.532,1,0.0534,0.11,0.643,0.61,0.192,110.031,4
5,1pKYYY0dkg23sQQXi0Q5zN,Around the World,Daft Punk,Homework,4tZwfgrHOc3mvqYlEYSvVi,75,429533,False,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,4
6,5W3cjX2J3tjhG8zb6u0qHn,"Harder, Better, Faster, Stronger",Daft Punk,Discovery,4tZwfgrHOc3mvqYlEYSvVi,74,224693,False,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,4
7,5CMjjywI0eZMixPeqNd75R,Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,Random Access Memories,4tZwfgrHOc3mvqYlEYSvVi,71,353893,False,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,4
8,1NeLwFETswx8Fzxl2AFl91,Something About Us,Daft Punk,Discovery,4tZwfgrHOc3mvqYlEYSvVi,72,232666,False,0.875,0.475,9,-12.673,0,0.0986,0.44,0.72,0.046,0.384,99.958,4
9,2LD2gT7gwAurzdQDQtILds,Veridis Quo,Daft Punk,Discovery,4tZwfgrHOc3mvqYlEYSvVi,70,345186,False,0.605,0.687,9,-13.928,0,0.045,0.479,0.949,0.104,0.12,106.896,4
10,4WtWrOHAEAFL7aOWJKQnGN,Emocionou,Humberto & Ronaldo,Emocionou,1zEo6Fk1iaaOYFlFPBHCFn,67,132058,False,0.929,0.573,1,-6.354,1,0.0888,0.661,0.000353,0.102,0.622,130.031,4
11,1zEpntT1isSaDmAar2KzEJ,A uma Ex Atrás - Ao Vivo,Humberto & Ronaldo,A uma Ex Atrás (Ao Vivo),1zEo6Fk1iaaOYFlFPBHCFn,63,177616,False,0.634,0.943,0,-3.672,1,0.0898,0.164,0,0.343,0.725,149.895,4
12,0PaAB17axL9hn88mHiw8g0,Não Fala Não pra Mim,Humberto & Ronaldo,Não Fala Não pra Mim,1zEo6Fk1iaaOYFlFPBHCFn,59,196613,False,0.741,0.794,3,-2.555,1,0.0402,0.591,0,0.236,0.765,157.987,4
13,2TpBs0AHvA4x6aSaFsHvUj,Pensa Bem - Ao Vivo,Humberto & Ronaldo,Pensa Bem (Ao Vivo),1zEo6Fk1iaaOYFlFPBHCFn,58,171800,False,0.691,0.893,7,-4.081,1,0.0713,0.168,0,0.22,0.612,145.948,4
14,08I9PzelbafWeXufyvKL3S,Alô Ex-Amor - Ao Vivo,Humberto & Ronaldo,Alô Ex-Amor (Ao Vivo),1zEo6Fk1iaaOYFlFPBHCFn,57,197951,False,0.7,0.868,10,-2.968,0,0.103,0.562,7.41e-06,0.79,0.937,169.909,4
15,0wHN1jrNfm1tOeVir80kR6,F250 - Ao Vivo,Humberto & Ronaldo,F250 (Ao Vivo),1zEo6Fk1iaaOYFlFPBHCFn,54,171307,False,0.813,0.916,0,-3.482,1,0.098,0.226,0,0.297,0.652,114.067,4
16,5D4OEcRvq1jzAtS1lemLmo,Mensagenzinha,Humberto & Ronaldo,Mensagenzinha,1zEo6Fk1iaaOYFlFPBHCFn,54,138860,False,0.573,0.893,9,-5.303,0,0.0982,0.53,0,0.96,0.71,160.078,4
17,2TR917wkDeRvwTE5cSfZFf,Tchau Brigado - Ao Vivo,Humberto & Ronaldo,Tchau Brigado (Ao Vivo),1zEo6Fk1iaaOYFlFPBHCFn,53,163402,True,0.719,0.894,6,-2.743,0,0.0451,0.135,0,0.68,0.81,135.91,4
18,69PsG4N3XyziWbc1shW9Ma,Dois Loucos de Amor,Humberto & Ronaldo,Dois Loucos de Amor,1zEo6Fk1iaaOYFlFPBHCFn,53,182426,False,0.693,0.844,10,-1.357,1,0.0285,0.28,0,0.185,0.815,129.995,4
19,0QJfPH6NVQuLEoAYRcFmef,Saudade Véia - Ao Vivo,Humberto & Ronaldo,"Ao Vivo em Goiânia, Completo",1zEo6Fk1iaaOYFlFPBHCFn,44,160682,False,0.657,0.89,1,-4.731,1,0.0489,0.238,0,0.151,0.841,162.062,4
20,6pD0ufEQq0xdHSsRbg9LBK,un x100to,Bad Bunny,un x100to,4q3ewBCX7sLwd24euuV69X,100,194563,False,0.569,0.724,6,-4.076,0,0.0474,0.228,0,0.27,0.562,83.118,4
21,7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,Bad Bunny,WHERE SHE GOES,4q3ewBCX7sLwd24euuV69X,94,231704,True,0.652,0.8,9,-4.019,0,0.0614,0.143,0.629,0.112,0.234,143.978,4
22,0PB0O24JqAuNdOAFVJljMS,Coco Chanel,Bad Bunny,3MEN2 KBRN,4q3ewBCX7sLwd24euuV69X,92,208125,True,0.683,0.764,2,-5.995,1,0.0441,0.0427,0,0.0963,0.137,149.949,4
