,track_id,track_name,artist_name,artist_genres,album_name,artist_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,51vRumtqbkNW9wrKfESwfu,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,['k-pop girl group'],UNFORGIVEN,4SpbR6yFEvexJuaBpgAU5p,88,182148,False,0.795,0.875,4,-4.079,0,0.0525,0.111,8.94e-05,0.107,0.375,104.008,4
1,0bMoNdAnxNR0OuQbGDovrr,ANTIFRAGILE,LE SSERAFIM,['k-pop girl group'],UNFORGIVEN,4SpbR6yFEvexJuaBpgAU5p,77,184444,False,0.879,0.784,10,-3.944,0,0.081,0.0759,0,0.125,0.83,105.019,4
2,4QhnNyKDsAkXPwHkSnuc89,"Eve, Psyche & The Bluebeard’s wife",LE SSERAFIM,['k-pop girl group'],UNFORGIVEN,4SpbR6yFEvexJuaBpgAU5p,83,185538,False,0.663,0.872,11,-5.056,1,0.2,0.0153,0,0.0519,0.626,142.951,4
3,4K8jDTlNhZWEdnzZVGRMtN,FEARLESS (2023 Ver.),LE SSERAFIM,['k-pop girl group'],UNFORGIVEN,4SpbR6yFEvexJuaBpgAU5p,73,168437,False,0.856,0.615,7,-7.226,1,0.133,0.0602,0.0018,0.118,0.48,103.948,4
4,6wBpO4Xc4YgShnENGSFA1M,Sour Grapes,LE SSERAFIM,['k-pop girl group'],FEARLESS,4SpbR6yFEvexJuaBpgAU5p,78,196540,False,0.779,0.801,6,-5.564,0,0.0457,0.395,0,0.108,0.72,139.998,4
5,2ahp0wvyEzyvgWfOhStHWp,Blue Flame (2023 Ver.),LE SSERAFIM,['k-pop girl group'],UNFORGIVEN,4SpbR6yFEvexJuaBpgAU5p,69,201894,False,0.771,0.747,4,-3.407,0,0.0455,0.023,1.47e-06,0.0706,0.762,112.046,4
6,7mYwDmbbp8UPLlnRjTJ54X,Impurities,LE SSERAFIM,['k-pop girl group'],UNFORGIVEN,4SpbR6yFEvexJuaBpgAU5p,67,196365,False,0.597,0.766,9,-4.192,0,0.0982,0.244,0,0.0664,0.453,180.126,4
7,6DSGb5CmwHX4pvclq8HUU1,No-Return (Into the unknown),LE SSERAFIM,['k-pop girl group'],UNFORGIVEN,4SpbR6yFEvexJuaBpgAU5p,73,184823,False,0.753,0.717,7,-4.672,1,0.0593,0.0267,0,0.271,0.948,157.976,4
8,1sZBzYhrQG40zcSuKkI93c,Good Parts (when the quality is bad but I am),LE SSERAFIM,['k-pop girl group'],ANTIFRAGILE,4SpbR6yFEvexJuaBpgAU5p,73,156354,False,0.785,0.679,0,-4.907,1,0.0379,0.516,0,0.417,0.616,121.121,4
9,05RlBHEZg1RmL9DnPgv9Qq,Fire in the belly,LE SSERAFIM,['k-pop girl group'],UNFORGIVEN,4SpbR6yFEvexJuaBpgAU5p,71,198232,False,0.716,0.779,9,-3.735,0,0.0589,0.0106,0,0.0266,0.442,119.932,4
10,4eTtgdIXEy2LvLeg7NNSov,Vizão de Cria 2,PJ HOUDINI,['trap brasileiro'],Vizão de Cria 2,3nfVTPYDnppERKGCRS4vim,74,306141,True,0.688,0.699,4,-4.88,0,0.103,0.179,0,0.0879,0.411,127.061,4
11,7BE8gYIIFPJsx3EjXk77yT,Vizão de Cria 3,PJ HOUDINI,['trap brasileiro'],Vizão de Cria 3,3nfVTPYDnppERKGCRS4vim,66,324413,True,0.694,0.677,7,-5.358,0,0.131,0.35,0,0.144,0.46,144.846,4
12,1C5jnWmuSzQb7pKLA7hNGw,Copão,PJ HOUDINI,['trap brasileiro'],Copão,3nfVTPYDnppERKGCRS4vim,63,157850,True,0.913,0.516,11,-9.686,1,0.314,0.139,0,0.124,0.717,123.946,4
13,4sfslUCiSjOBJZcu08U1qb,Tudo do Melhor,PJ HOUDINI,['trap brasileiro'],Tudo do Melhor,3nfVTPYDnppERKGCRS4vim,58,273008,True,0.713,0.68,1,-4.749,1,0.0791,0.15,0,0.125,0.401,132.171,4
14,7sG9CqpgxDM7YnXUybzzx9,Prosperidade,PJ HOUDINI,['trap brasileiro'],Prosperidade,3nfVTPYDnppERKGCRS4vim,56,237931,True,0.787,0.691,8,-3.873,1,0.115,0.188,0,0.0853,0.571,115.95,4
15,38YZseF2ALmg58eVQ9r2mZ,Ainda,PJ HOUDINI,['trap brasileiro'],Ainda,3nfVTPYDnppERKGCRS4vim,51,165000,True,0.721,0.517,0,-8.619,1,0.267,0.274,0,0.105,0.537,127.893,4
16,6QZ0zburgCjBTtGiXzCM5U,Floresta,PJ HOUDINI,['trap brasileiro'],Floresta,3nfVTPYDnppERKGCRS4vim,50,233690,True,0.502,0.672,8,-5.553,1,0.207,0.563,2.09e-06,0.231,0.363,92.074,3
17,4D3fTJXYQ0rle71uLKAOvI,Grana,PJ HOUDINI,['trap brasileiro'],Grana,3nfVTPYDnppERKGCRS4vim,46,133500,True,0.714,0.59,10,-5.512,0,0.237,0.142,0,0.091,0.36,160.055,4
18,3Ui45PHIjBeeqXjU8hRa72,No Check Freestyle,PJ HOUDINI,['trap brasileiro'],No Check Freestyle,3nfVTPYDnppERKGCRS4vim,43,176168,True,0.799,0.52,3,-9.334,0,0.0807,0.389,8.21e-05,0.12,0.391,119.977,4
19,78u42lapzRLNSiWBPOD7gn,Maldade,PJ HOUDINI,['trap brasileiro'],Maldade,3nfVTPYDnppERKGCRS4vim,42,205984,True,0.834,0.473,11,-8.559,1,0.101,0.119,0,0.0821,0.536,126.992,4
20,6obqb3vA4kufqEHibtF5W1,Guarda Roupa - Ao Vivo,Fred & Fabrício,['agronejo'],"Acústico de Primeira 2, Vol. 1 (Ao Vivo)",37eYuWTOZtUG8PgFOsj9h8,71,180844,False,0.637,0.679,0,-3.984,1,0.0333,0.75,0,0.533,0.426,109.928,4
21,3SWqd8gFeeItkeXwcPI77K,Flor De Plástico - Ao Vivo,Fred & Fabrício,['agronejo'],Acústico De Primeira 2 (Ao Vivo),37eYuWTOZtUG8PgFOsj9h8,71,179073,False,0.579,0.834,11,-3.722,1,0.0354,0.59,0,0.367,0.462,107.825,4
22,1zDN8pX2wk2LFl1zMa34WJ,Se Não Tivesse Ido / Frio da Madrugada / Mensagem Pra Ela - Ao Vivo Em Goiânia,Fred & Fabrício,['agronejo'],No Pelo 360° (Ao Vivo Em Goiânia),37eYuWTOZtUG8PgFOsj9h8,64,338943,False,0.473,0.738,2,-4.691,1,0.0333,0.379,0,0.181,0.425,107.85,4
23,6TCbuP5YnXhOvqe9iiNxTl,Passarinho,Fred & Fabrício,['agronejo'],Passarinho,37eYuWTOZtUG8PgFOsj9h8,61,172322,False,0.505,0.594,7,-4.697,1,0.0533,0.783,0,0.196,0.638,129.813,3
24,6iJf8awlYSBMBMAzHdPce6,Contra a Maré - Ao Vivo,Fred & Fabrício,['agronejo'],"Acústico de Primeira 2, Vol. 1 (Ao Vivo)",37eYuWTOZtUG8PgFOsj9h8,55,218689,False,0.524,0.778,3,-4.064,1,0.0576,0.614,0,0.459,0.39,163.839,4
25,43Q5sFT9ZGVno1xIuO0YwT,Pega Das Antigas - Ao Vivo,Fred & Fabrício,['agronejo'],Acústico De Primeira 2 (Ao Vivo),37eYuWTOZtUG8PgFOsj9h8,52,154069,False,0.574,0.866,0,-3.227,1,0.186,0.634,0,0.745,0.876,159.921,4
26,6ix1Z9jYM8SSwIAhj7Bvhl,Pagando Os Pecados - Ao Vivo,Fred & Fabrício,['agronejo'],"Acústico de Primeira 2, Vol. 1 (Ao Vivo)",37eYuWTOZtUG8PgFOsj9h8,47,175493,False,0.602,0.845,6,-3.418,1,0.0387,0.526,0,0.417,0.572,105.872,4
27,0fac2lIslEgM6qCN14yxDK,Paredão Desmoronou - Ao Vivo,Fred & Fabrício,['agronejo'],Ao Quadrado (Ao Vivo),37eYuWTOZtUG8PgFOsj9h8,51,159452,False,0.636,0.87,11,-4.186,0,0.192,0.599,0,0.859,0.498,147.738,4
