,track_id,track_name,artist_name,album_name,artist_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,2JxBHISFV4ISAE8VMngqWS,Over Now,Kameron Marlowe,We Were Cowboys,31n3CN1jSC5ALUJ9dwT8UI,75,221733,False,0.561,0.764,1,-4.313,1,0.0432,0.0813,0,0.108,0.356,117.058,4
1,3aMDzPibtzIRWzASMH44JF,Girl On Fire,Kameron Marlowe,We Were Cowboys,31n3CN1jSC5ALUJ9dwT8UI,69,173706,False,0.535,0.749,2,-5.792,1,0.0679,0.348,0,0.174,0.397,163.927,4
2,1IqZi1kWPnE5RyQ7c6rm86,Giving You Up,Kameron Marlowe,We Were Cowboys,31n3CN1jSC5ALUJ9dwT8UI,63,232200,False,0.546,0.839,8,-4.488,1,0.0383,0.0282,0,0.136,0.791,144.008,4
3,1pkoZn0iGUIxFEaHHGQxMC,Steady Heart,Kameron Marlowe,We Were Cowboys,31n3CN1jSC5ALUJ9dwT8UI,61,214720,False,0.518,0.477,6,-6.852,1,0.0252,0.00878,4.7e-05,0.248,0.18,144.025,4
4,5NIGKX5at9iO87OyOHmoiV,Giving You Up - Acoustic,Kameron Marlowe,Giving You Up (Acoustic),31n3CN1jSC5ALUJ9dwT8UI,63,232039,False,0.683,0.351,7,-6.179,1,0.0273,0.832,0,0.0949,0.489,133.554,3
5,60fj1EXr8FC63tztr9cvjA,Burn 'Em All,Kameron Marlowe,We Were Cowboys,31n3CN1jSC5ALUJ9dwT8UI,58,186280,False,0.646,0.871,11,-4.893,0,0.0448,0.06,0,0.156,0.649,114.967,4
6,3Z5ATNkqOpw4oKzrLRnZq3,Leavin' to Me,Kameron Marlowe,Kameron Marlowe - EP,31n3CN1jSC5ALUJ9dwT8UI,60,208026,False,0.687,0.335,7,-7.136,1,0.0288,0.73,0,0.194,0.233,129.878,4
7,0kytPnW6jobXQDSoNw8TC9,Girl On Fire - Acoustic,Kameron Marlowe,Girl On Fire (Acoustic),31n3CN1jSC5ALUJ9dwT8UI,59,188709,False,0.636,0.507,9,-10.063,0,0.0944,0.687,0.000404,0.107,0.405,77.894,4
8,0AacceFxDEyw97GWX1TunT,Ain't Enough Whiskey,Kameron Marlowe,We Were Cowboys,31n3CN1jSC5ALUJ9dwT8UI,57,222706,False,0.321,0.579,4,-5.802,1,0.0454,0.103,0,0.0954,0.393,180.018,3
9,2aQp76uccAVLEM9jUlvPap,Tequila Talkin',Kameron Marlowe,Tequila Talkin',31n3CN1jSC5ALUJ9dwT8UI,57,201160,False,0.39,0.776,6,-3.316,1,0.0321,0.01,2.45e-06,0.293,0.669,183.725,4
10,0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,Kameron Marlowe,Graceland (25th Anniversary Deluxe Edition),31n3CN1jSC5ALUJ9dwT8UI,78,280000,False,0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,4
11,6vxHp3CDNo0afgKGp2yi1E,Me and Julio Down by the Schoolyard,Paul Simon,Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,75,164813,False,0.626,0.816,9,-10.593,1,0.131,0.237,1.8e-06,0.104,0.798,105.307,4
12,6Qb7gtV6Q4MnUjSbkFcopl,50 Ways to Leave Your Lover,Paul Simon,Still Crazy After All These Years,2CvCyf1gEVhI0mX6aFXmVI,72,217346,False,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,4
13,3f0U5NaD1bCk8nmKpn2ZJY,Kodachrome,Paul Simon,There Goes Rhymin' Simon,2CvCyf1gEVhI0mX6aFXmVI,68,215400,False,0.592,0.705,1,-10.276,0,0.0287,0.0291,1.97e-05,0.0456,0.902,135.754,4
14,51KKQAgYFoJHgVIuJWHdHb,Graceland,Paul Simon,Graceland (25th Anniversary Deluxe Edition),2CvCyf1gEVhI0mX6aFXmVI,65,291200,False,0.732,0.705,9,-9.271,1,0.0349,0.626,0.00068,0.0813,0.848,117.925,4
15,71GvlH0VdeClloLIkHrAVu,Diamonds on the Soles of Her Shoes,Paul Simon,Graceland (25th Anniversary Deluxe Edition),2CvCyf1gEVhI0mX6aFXmVI,63,349280,False,0.791,0.677,5,-9.724,1,0.0356,0.776,0.00121,0.224,0.876,110.64,4
16,2h23bjG8B3bcD47HBu6bHG,Late in the Evening,Paul Simon,One-Trick Pony,2CvCyf1gEVhI0mX6aFXmVI,62,242706,False,0.72,0.88,5,-8.988,1,0.0406,0.199,0.0246,0.0865,0.961,118.623,4
17,5vZ1BKMSLgrxxPYGMR904n,Mother and Child Reunion,Paul Simon,Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,62,187400,False,0.712,0.632,9,-7.704,1,0.0334,0.112,0,0.0648,0.764,119.931,4
18,5F4ksIKmuXEtgBf6SfEQRr,Loves Me Like a Rock,Paul Simon,There Goes Rhymin' Simon,2CvCyf1gEVhI0mX6aFXmVI,61,213453,False,0.649,0.584,7,-10.518,1,0.0674,0.256,0,0.199,0.75,144.972,4
19,3gIBSlXYIN1mru35l4LWPB,Still Crazy After All These Years,Paul Simon,Still Crazy After All These Years,2CvCyf1gEVhI0mX6aFXmVI,60,206533,False,0.267,0.252,7,-11.687,1,0.0351,0.8,4.43e-05,0.089,0.13,37.114,4
20,78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,Paul Simon,FourFiveSeconds,2CvCyf1gEVhI0mX6aFXmVI,80,188238,False,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,4
21,6ySVa9OQidAvnEk9O0w2qR,Band On The Run,Paul Simon,All The Best,2CvCyf1gEVhI0mX6aFXmVI,50,309333,False,0.468,0.444,0,-13.822,1,0.0335,0.0552,0.000331,0.285,0.668,125.564,4
22,2p5YsiLsdmFlBtJOmFXDDj,Live And Let Die - Live,Paul McCartney,Back In The U.S.,4STHEaNw4mPZ2tzheohgXB,46,185000,False,0.242,0.929,7,-3.126,1,0.0754,0.358,0.00172,0.973,0.232,150.376,4
23,1Qa0Y05al633fG8f9Peytc,Maybe I’m Amazed - 2011 Remaster,Paul McCartney,McCartney (Archive Collection),4STHEaNw4mPZ2tzheohgXB,67,229826,False,0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,4
