,track_id,track_name,artist_name,album_name,artist_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,4OXy0kIFuA72TFVi5Uo3ZO,Kick Doe Click,That Mexican OT,Nonsense and Mexican Shit,3BAgmPNIK5IJl7zMK1wvMA,62,152261,True,0.879,0.69,7,-6.742,1,0.175,0.678,0.00379,0.341,0.73,113.678,4
1,5OW5ozTTkRJEqJj7UZfAQc,La Cobra,That Mexican OT,La Cobra,3BAgmPNIK5IJl7zMK1wvMA,62,136200,True,0.672,0.682,7,-6.828,1,0.411,0.0825,0,0.145,0.729,84.587,4
2,6o64xq1ndLtgRMvt0VbSWo,V-Man,That Mexican OT,Nonsense and Mexican Shit,3BAgmPNIK5IJl7zMK1wvMA,60,120376,True,0.897,0.627,8,-6.235,1,0.195,0.138,0,0.0888,0.892,139.949,4
3,75IMe3gZ0yAm550CQzDV2Z,Texas Meskin,That Mexican OT,Texas Meskin,3BAgmPNIK5IJl7zMK1wvMA,59,169013,True,0.815,0.681,6,-8.157,1,0.0992,0.147,0,0.113,0.891,124.94,4
4,5QCVFEOXmI9mCqiAZvokpW,Chingon (with Peso Peso),That Mexican OT,Chingon (with Peso Peso),3BAgmPNIK5IJl7zMK1wvMA,59,125930,True,0.849,0.647,4,-6.307,1,0.26,0.167,0,0.363,0.462,114.155,4
5,2vKxbCZxCXtgg9TQcSgN4m,Old Him,That Mexican OT,Old Him,3BAgmPNIK5IJl7zMK1wvMA,56,103112,True,0.931,0.495,1,-5.841,1,0.305,0.0751,0,0.237,0.664,135.008,4
6,5VVZBrKFuBiewe2pYudyF5,Call of the Grito,That Mexican OT,Call of the Grito,3BAgmPNIK5IJl7zMK1wvMA,55,115506,True,0.655,0.779,1,-8.446,1,0.316,0.201,0,0.379,0.897,75.374,4
7,3VKlco0DBioEnM7AUOjIpM,Slide,That Mexican OT,Slide,3BAgmPNIK5IJl7zMK1wvMA,55,137376,True,0.738,0.786,8,-6.351,1,0.0582,0.418,7.94e-06,0.118,0.224,104.958,4
8,4sNHU2knZyfvEWcOSHg5k4,September 8th (feat. K3vlar Deon & Curren$y),That Mexican OT,Nonsense and Mexican Shit,3BAgmPNIK5IJl7zMK1wvMA,55,193343,True,0.615,0.683,1,-6.616,0,0.556,0.137,0,0.331,0.517,163.816,4
9,72IsxzWVCeohzcVxcMZt6h,La Muerte,That Mexican OT,La Muerte,3BAgmPNIK5IJl7zMK1wvMA,54,150986,True,0.756,0.653,5,-7.65,0,0.159,0.108,0,0.19,0.52,134.088,4
10,6DoYk3QIvkDs60S1d01vbx,Wade In Your Water,That Mexican OT,Summer Anthems,3BAgmPNIK5IJl7zMK1wvMA,62,184013,False,0.598,0.687,7,-9.021,1,0.0955,0.26,0,0.112,0.626,75.169,4
11,0e3aRkhcCdkYN62p2PFfD3,24/7,Common Kings,Summer Anthems,4j0qbafzqnGf4ARF8tY4VL,56,185480,False,0.643,0.647,0,-9.061,1,0.0795,0.369,0,0.334,0.632,76.948,4
12,1hUekE1ArfXmZGK3eeb5Pb,Alcoholic,Common Kings,Summer Anthems,4j0qbafzqnGf4ARF8tY4VL,56,170026,False,0.597,0.604,6,-10.154,0,0.222,0.141,0,0.172,0.951,72.704,4
13,5KcO6owqIJCCK6pcr4n4T9,Heavy Water (feat. Common Kings),Common Kings,Midnight Control,4j0qbafzqnGf4ARF8tY4VL,53,200826,True,0.634,0.746,11,-2.593,0,0.215,0.0554,0.000296,0.367,0.328,169.977,4
14,7iGi2rGCC4NxVit1luODXC,No Other Love,Common Kings,Summer Anthems,4j0qbafzqnGf4ARF8tY4VL,53,198986,False,0.687,0.824,8,-6.937,1,0.0853,0.0504,0,0.168,0.51,90.001,4
15,5maLNTxNa29qrB1qpBoh6y,There I Go,Common Kings,There I Go,4j0qbafzqnGf4ARF8tY4VL,52,202172,False,0.823,0.687,7,-7.284,1,0.0811,0.0909,0.000248,0.145,0.592,87.011,4
16,1NdZN8qp8ymkHqYnlXxS1F,California Day,Common Kings,California Day,4j0qbafzqnGf4ARF8tY4VL,53,172980,False,0.716,0.793,3,-4.674,1,0.0724,0.105,0,0.147,0.951,145.025,4
17,2Rn5NVoQqXO6RAzs9ukquC,Queen Majesty,Common Kings,Queen Majesty,4j0qbafzqnGf4ARF8tY4VL,52,248470,False,0.686,0.785,7,-5.002,1,0.236,0.0114,0,0.138,0.444,167.977,4
18,4IuP52dQy0XyUbPLC2kATB,Take Her,Common Kings,Lost In Paradise,4j0qbafzqnGf4ARF8tY4VL,52,143655,False,0.735,0.626,4,-5.886,0,0.0281,0.585,0,0.238,0.732,97.015,4
19,2fb8kXjXaT2hkK86VrmThw,No Other Love,Common Kings,"Monterey or Bust, Vol. 2",4j0qbafzqnGf4ARF8tY4VL,51,193400,False,0.586,0.791,8,-4.703,1,0.231,0.168,0,0.118,0.562,180.066,4
20,06TuMCjDEYjTOJScCRzmjf,Don't Let Go (Love),Common Kings,EV3,4j0qbafzqnGf4ARF8tY4VL,65,291880,False,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,4
21,3R97rNX7JnmshCWBwOSFet,My Lovin' (You're Never Gonna Get It),Common Kings,Funky Divas,4j0qbafzqnGf4ARF8tY4VL,61,281613,False,0.767,0.839,8,-5.519,1,0.0613,0.0318,9.31e-06,0.111,0.461,98.055,4
22,2vG1yrWSMiL6egg6w4e9ma,Free Your Mind,En Vogue,Funky Divas,5fikk4h5qbEebqK2Fc6e48,59,293105,False,0.765,0.831,7,-6.522,1,0.0565,0.0894,0,0.393,0.809,100.026,4
