,track_id,track_name,artist_name,album_name,artist_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,5K6Ssv4Z3zRvxt0P6EKUAP,Heartbreak Anthem (with David Guetta & Little Mix),Little Mix,Heartbreak Anthem (with David Guetta & Little Mix),3e7awlrlDSwF3iM0WBjGMp,78,183725,False,0.595,0.784,1,-4.878,1,0.102,0.216,0,0.0608,0.479,124.111,4
1,6KHL1En9v6iNWjcs44mcmU,Secret Love Song (feat. Jason Derulo),Little Mix,Get Weird (Expanded Edition),3e7awlrlDSwF3iM0WBjGMp,77,249810,False,0.529,0.614,9,-5.032,1,0.0479,0.215,0,0.277,0.141,92.972,4
2,6rmXhRIemCTPyMYZRDN7Qg,Black Magic,Little Mix,Get Weird (Expanded Edition),3e7awlrlDSwF3iM0WBjGMp,76,211786,False,0.776,0.875,4,-5.535,1,0.0575,0.0343,0,0.314,0.849,111.988,4
3,0ErK6K0kYr0Ow2RkPMhmMs,Shout Out to My Ex,Little Mix,Glory Days (Expanded Edition),3e7awlrlDSwF3iM0WBjGMp,76,246240,False,0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014,4
4,0lUSd7TCG8srh6HpIAEIWL,Power,Little Mix,Glory Days (Expanded Edition),3e7awlrlDSwF3iM0WBjGMp,75,247840,False,0.566,0.855,7,-4.016,1,0.211,0.0372,0.000157,0.181,0.517,172.966,4
5,6L2uVVPJA9WcDc7zCZ4DHN,Love Me Like You,Little Mix,Get Weird (Expanded Edition),3e7awlrlDSwF3iM0WBjGMp,71,197786,False,0.783,0.63,7,-4.985,1,0.044,0.211,0,0.3,0.822,106.053,4
6,222B3aljXx6fFwKmFjuBED,Woman Like Me (feat. Nicki Minaj),Little Mix,LM5 (Deluxe),3e7awlrlDSwF3iM0WBjGMp,68,229720,True,0.754,0.854,5,-3.449,0,0.0608,0.177,0,0.0808,0.8,75.002,4
7,1n73Qe6oEprLsUNHXET2pb,Love Me or Leave Me,Little Mix,Get Weird (Expanded Edition),3e7awlrlDSwF3iM0WBjGMp,70,206493,False,0.437,0.351,6,-6.823,0,0.0313,0.566,0,0.0888,0.383,68.659,4
8,76Tuo484SLohJakHLnGI3B,Sweet Melody,Little Mix,Confetti,3e7awlrlDSwF3iM0WBjGMp,68,213693,False,0.448,0.824,5,-4.249,0,0.057,0.0739,0,0.113,0.419,119.965,4
9,0MWiSBKm8Avs8iDIxcertp,Kiss My (Uh Oh),Little Mix,Therapy,3e7awlrlDSwF3iM0WBjGMp,68,176800,False,0.638,0.878,5,-3.639,0,0.0484,0.0151,0.000223,0.308,0.481,103.948,4
